Unnamed__0,nuclear_consumption,year,country
4636,,1965,congo
20287,,1963,ukraine
1398,,1903,asia and oceania (shift)
13674,,1989,nigeria
2456,,1985,benin
10467,0.0,1987,kuwait
17232,,2014,samoa
6769,,1903,europe (shift)
19619,,1908,tunisia
20783,,2015,united states territories (shift)
6616,,1954,europe
12669,,1919,mozambique
3328,,1922,burundi
20717,,1986,united states pacific islands (shift)
6545,,2000,eurasia (shift)
12697,,1947,mozambique
4958,,1924,cuba
21090,,1917,venezuela
6584,,1922,europe
14762,,1948,oecd (shift)
12653,,1903,mozambique
17596,0.0,1983,singapore
4403,922.889,2020,china
5601,,1987,dominican republic
3032,,1914,brunei
7733,,1952,germany
9794,,1913,israel
15516,,2012,oman
18110,,1953,south korea
12818,,1946,myanmar
3551,,1922,cameroon
1557,,1945,australia
9463,,1951,iran
9638,,2003,iraq
18522,,1907,suriname
20285,,1961,ukraine
15437,,1933,oman
13874,,1989,non-opec (ei)
13098,,1907,netherlands
10179,778.668,2010,japan
6931,,1948,european union (27)
15,,2015,asean (ember)
13980,,1930,north america
20567,246.055,2002,united kingdom
6160,,2010,equatorial guinea
20910,360.7,1983,upper-middle-income countries
6683,2788.443,2021,europe
19231,,1972,tanzania
1208,,1959,asia
11752,,2007,mauritania
7690,,1909,germany
1246,1309.116,1997,asia
7247,,1915,france
4643,,1972,congo
6678,2924.755,2016,europe
100,,1977,afghanistan
7842,,1938,ghana
21694,,1919,yugoslavia
3443,169.166,1979,cis (ei)
7913,,2009,ghana
1238,757.547,1989,asia
18905,,1922,syria
11596,,2020,maldives
8344,,1905,guatemala
563,,1997,albania
16094,,1908,peru
8453,,2014,guatemala
15058,,1901,opec (shift)
1253,1472.236,2004,asia
5419,,1932,denmark
2105,,2002,bangladesh
20655,22.865,1967,united states
21482,,1995,western sahara
15469,,1965,oman
19,,2019,asean (ember)
13666,,1981,nigeria
5907,0.0,1966,ecuador
16227,,1918,philippines
10187,124.672,2018,japan
3111,,1993,brunei
12940,,1993,nauru
6425,,2002,eurasia (eia)
15380,,2022,oceania
1319,,2005,asia (ember)
10488,,2008,kuwait
1003,,1943,argentina
18144,111.555,1987,south korea
1969,,1989,bahrain
18678,,1941,sweden
685,0.0,1997,algeria
13840,,2012,non-oecd (eia)
13487,,1924,niger
5466,0.0,1979,denmark
959,,2021,antigua and barbuda
3544,,1915,cameroon
6904,,1921,european union (27)
21628,7071.782,2019,world
16866,0.0,1981,romania
21487,,2000,western sahara
7841,,1937,ghana
16609,,2011,puerto rico
3080,,1962,brunei
1271,1919.821,2022,asia
787,,1934,angola
17147,,2013,saint pierre and miquelon
14713,,2022,oecd (ember)
5156,71.015,2007,czechia
17908,35.886,1997,south africa
582,,2016,albania
21223,,1927,vietnam
16325,,2016,philippines
6024,,1960,egypt
20971,,2001,uruguay
12693,,1943,mozambique
13179,10.428,1988,netherlands
19498,,1910,trinidad and tobago
14133,,2002,north america (ember)
7402,,1985,french polynesia
21086,,1913,venezuela
13767,371.281,1982,non-oecd (ei)
1270,1833.552,2021,asia
1164,,1915,asia
9475,,1963,iran
7226,57.401,2017,finland
20827,,1900,upper-middle-income countries
4600,,1929,congo
14106,2239.985,1998,north america (ei)
5270,,1905,democratic republic of congo
15737,0.941,1984,pakistan
16295,0.0,1986,philippines
9955,,1951,italy
16714,0.0,1994,qatar
21054,,2003,vanuatu
3477,457.332,2013,cis (ei)
1241,893.335,1992,asia
11310,,1941,madagascar
482,,1916,albania
6103,,1996,el salvador
6428,,2005,eurasia (eia)
15595,,2006,other non-oecd - asia (eia)
11138,229.005,1992,lower-middle-income countries
6933,,1950,european union (27)
14309,,1938,north korea
13852,,1967,non-opec (ei)
11897,0.0,1988,mexico
8568,,2003,guyana
12108,0.0,1999,middle east (ei)
2300,,1914,belgium
2376,121.224,1990,belgium
11183,,1979,luxembourg
197,,1952,africa
8350,,1911,guatemala
21986,,1997,zimbabwe
13478,,1915,niger
14799,,1985,oecd (shift)
6941,,1958,european union (27)
125,,2002,afghanistan
3986,,2009,central america (ei)
17101,,2009,saint lucia
865,,2012,angola
5072,0.0,1981,cyprus
17833,,1922,south africa
4440,,1934,colombia
11766,,2021,mauritania
18900,,1917,syria
5995,,1931,egypt
18643,,1906,sweden
8194,,2003,greenland
16377,,1945,poland
16237,,1928,philippines
18418,,1969,sri lanka
21301,,2005,vietnam
19166,,1907,tanzania
12562,,1935,morocco
14172,,1918,north america (shift)
1571,,1959,australia
1967,,1987,bahrain
1282,,1990,asia & oceania (eia)
15676,,1923,pakistan
1628,,2016,australia
9480,0.0,1968,iran
1012,,1952,argentina
5771,,2010,east timor
6245,,1906,eswatini
4545,,1996,comoros
15020,,1985,opec (eia)
21791,,1924,zambia
4668,,1997,congo
7142,,1990,fiji
20574,185.173,2009,united kingdom
11764,,2019,mauritania
21494,,2007,western sahara
15697,,1944,pakistan
9265,36.116,1999,india
9211,,1945,india
21475,,1988,western sahara
18681,,1944,sweden
16823,,1938,romania
3483,534.182,2019,cis (ei)
4516,0.0,2010,colombia
10629,,2016,latvia
13513,,1950,niger
6814,,1948,europe (shift)
13723,,1995,niue
16818,,1933,romania
9880,0.0,1999,israel
8293,,2018,guadeloupe
12208,,1912,middle east (shift)
7636,,2008,gambia
3151,,1910,bulgaria
9787,,1906,israel
12334,,2013,moldova
4066,,1966,central and south america (shift)
21697,,1922,yugoslavia
6071,,2007,egypt
16219,,1910,philippines
13838,,2010,non-oecd (eia)
11985,,1991,micronesia (country)
16111,,1925,peru
3989,,2012,central america (ei)
5411,,1924,denmark
20561,268.63,1996,united kingdom
19796,,1962,turkey
12822,,1950,myanmar
15324,0.0,1966,oceania
14070,2369.324,2020,north america
15885,,1980,paraguay
14418,,2015,north macedonia
1393,1793.168,2021,asia pacific (ei)
16762,,1999,reunion
2265,,2002,belarus
8891,,1932,hungary
11198,0.0,1994,luxembourg
14953,,2018,oecd - north america (eia)
2559,,2004,bhutan
13580,,2017,niger
5892,,1951,ecuador
1961,,1981,bahrain
10359,,2002,kosovo
14916,,1981,oecd - north america (eia)
12794,,1922,myanmar
6792,,1926,europe (shift)
19212,,1953,tanzania
12571,,1944,morocco
16083,,2014,persian gulf (shift)
11670,,2010,malta
19635,,1924,tunisia
15922,,2017,paraguay
13356,,1958,new zealand
20035,,1994,u.s. territories (eia)
14935,,2000,oecd - north america (eia)
3880,,2002,central & south america (eia)
6732,2626.229,2012,europe (ei)
10073,,1904,japan
1447,,1952,asia and oceania (shift)
17109,,2017,saint lucia
1024,,1964,argentina
4993,,1959,cuba
10400,,1920,kuwait
20996,0.0,1988,uzbekistan
1078,17.447,2018,argentina
13778,757.296,1993,non-oecd (ei)
1799,,2022,austria
2436,,2007,belize
7167,,2015,fiji
12028,,1977,middle africa (ei)
680,0.0,1992,algeria
554,,1988,albania
8642,,1906,high-income countries
17839,,1928,south africa
18521,,1906,suriname
13704,,2019,nigeria
17921,36.028,2010,south africa
3631,,2002,cameroon
16546,0.0,1991,portugal
7075,,2007,falkland islands
11297,,1928,madagascar
1807,0.0,1992,azerbaijan
15281,,1923,oceania
1407,,1912,asia and oceania (shift)
10942,,1919,low-income countries
3584,,1955,cameroon
15003,,2011,opec (ei)
9367,0.0,1978,indonesia
654,0.0,1966,algeria
3214,0.0,1973,bulgaria
6059,0.0,1995,egypt
7322,891.209,1990,france
10655,,1999,lebanon
17984,,1950,south america
3115,,1997,brunei
4521,,2015,colombia
9605,0.0,1970,iraq
20490,,1925,united kingdom
16824,,1939,romania
21944,,1955,zimbabwe
22007,,2018,zimbabwe
18188,,1988,south korea and other oecd asia (eia)
3345,,1939,burundi
19175,,1916,tanzania
15670,,1917,pakistan
18799,,1939,switzerland
8717,2096.362,1981,high-income countries
6761,,2018,europe (ember)
21033,,1982,vanuatu
14145,,2014,north america (ember)
12624,0.0,1997,morocco
17149,,2015,saint pierre and miquelon
13300,,1902,new zealand
12722,,1972,mozambique
11924,29.917,2015,mexico
8845,0.0,2009,hong kong
17369,0.0,1987,saudi arabia
1469,,1974,asia and oceania (shift)
5201,,1929,czechoslovakia
20067,,1906,ussr
15877,,2014,papua new guinea
7537,,1952,gabon
19074,0.0,1968,taiwan
19856,,2022,turkey
19633,,1922,tunisia
21012,,2004,uzbekistan
12008,,2014,micronesia (country)
9838,,1957,israel
20705,2163.843,2017,united states
5240,,1968,czechoslovakia
379,,1930,africa (shift)
18414,,1965,sri lanka
825,,1972,angola
10965,,1942,low-income countries
15814,,1993,panama
9990,24.851,1986,italy
19539,,1951,trinidad and tobago
53,,1930,afghanistan
16031,,1962,persian gulf (shift)
10412,,1932,kuwait
8102,,1911,greenland
7265,,1933,france
5718,,1982,eu28 (shift)
8217,,1984,grenada
576,,2010,albania
15332,0.0,1974,oceania
11592,,2016,maldives
2067,,1964,bangladesh
10881,,2019,libya
10110,,1941,japan
13629,,1944,nigeria
3446,284.472,1982,cis (ei)
9109,0.0,1966,iceland
19805,0.0,1971,turkey
5538,,2008,djibouti
14315,,1944,north korea
12501,,1996,montserrat
8554,,1989,guyana
8994,,1992,ieo - africa (eia)
8436,,1997,guatemala
13570,,2007,niger
6524,,1979,eurasia (shift)
3826,,1990,cayman islands
15266,,1908,oceania
1827,,2012,azerbaijan
5305,,1940,democratic republic of congo
15121,,1964,opec (shift)
4331,,1948,china
8771,,1992,honduras
12482,,2020,montenegro
4452,,1946,colombia
2906,,1953,brazil
2733,,1902,botswana
16167,0.0,1981,peru
20909,320.271,1982,upper-middle-income countries
309,27.375,2006,africa (ei)
688,,2000,algeria
7755,41.028,1974,germany
14096,1809.13,1988,north america (ei)
8201,,2010,greenland
18280,59.044,2012,south and central america (ei)
11874,0.0,1965,mexico
15071,,1914,opec (shift)
17451,,1994,serbia
6315,,1976,eswatini
9218,,1952,india
5490,,2003,denmark
12568,,1941,morocco
21638,,1986,yemen
21929,,1940,zimbabwe
15511,,2007,oman
8124,,1933,greenland
6081,,2017,egypt
12209,,1913,middle east (shift)
5035,,2001,cuba
5184,,1912,czechoslovakia
4718,,2004,cook islands
16877,0.0,1992,romania
3759,257.12,2008,canada
10957,,1934,low-income countries
14790,,1976,oecd (shift)
17979,,1945,south america
2803,,1972,botswana
9066,,1980,ieo oecd - europe (eia)
18989,,2006,syria
589,,1901,algeria
18949,,1966,syria
12800,,1928,myanmar
11962,,2010,"mexico, chile, and other oecd americas (eia)"
5975,,1911,egypt
20953,,1983,uruguay
21768,,1901,zambia
14572,,2004,norway
15540,,1993,other non-oecd - america (eia)
15438,,1934,oman
3114,,1996,brunei
12248,,1952,middle east (shift)
8256,,1981,guadeloupe
2341,,1955,belgium
11759,,2014,mauritania
14962,,1970,opec (ei)
6597,,1935,europe
254,34.318,2009,africa
15741,0.552,1988,pakistan
6313,,1974,eswatini
2093,0.0,1990,bangladesh
12838,,1966,myanmar
3682,,1931,canada
7668,,2010,georgia
16740,,2020,qatar
18457,,2008,sri lanka
12607,,1980,morocco
14819,,2005,oecd (shift)
7024,,1998,european union (eia)
8270,,1995,guadeloupe
718,,1987,american samoa
7385,,2010,french guiana
18669,,1932,sweden
12483,,2021,montenegro
69,,1946,afghanistan
6707,2181.846,1987,europe (ei)
11986,,1992,micronesia (country)
18475,,1983,sudan
12835,,1963,myanmar
20218,,2016,uganda
4171,,1911,chile
538,,1972,albania
16200,,2014,peru
15225,,1989,opec - south america (eia)
14362,,1991,north korea
18228,,2018,south sudan
18997,,2014,syria
17096,,2004,saint lucia
4975,,1941,cuba
13338,,1940,new zealand
14712,,2021,oecd (ember)
1303,,2011,asia & oceania (eia)
8657,,1921,high-income countries
12465,,2021,mongolia
2800,,1969,botswana
78,,1955,afghanistan
18945,,1962,syria
2516,,2003,bermuda
16503,,1948,portugal
15499,0.0,1995,oman
13293,,2017,new caledonia
5751,,2015,eu28 (shift)
19874,,2002,turkmenistan
5236,,1964,czechoslovakia
17834,,1923,south africa
8074,0.0,2006,greece
1266,1284.937,2017,asia
20598,,1910,united states
1040,6.64,1980,argentina
20686,2012.252,1998,united states
1902,,1922,bahrain
14623,5936.33,1997,oecd (ei)
5054,,2020,cuba
17829,,1918,south africa
7497,,1912,gabon
9151,,2008,iceland
1099,,2008,armenia
20825,,2020,united states virgin islands
18014,6.64,1980,south america
20458,0.0,2016,united arab emirates
11675,,2015,malta
18806,,1946,switzerland
12556,,1929,morocco
775,,1922,angola
12687,,1937,mozambique
20798,,1993,united states virgin islands
8061,0.0,1993,greece
20940,904.22,2013,upper-middle-income countries
9717,,1959,ireland
3957,,1980,central america (ei)
10168,900.159,1999,japan
17447,,1990,serbia
19277,,2018,tanzania
21971,,1982,zimbabwe
15145,,1988,opec (shift)
7132,,1980,fiji
16828,,1943,romania
6116,,2009,el salvador
12071,,2020,middle africa (ei)
18400,141.394,2009,spain
6264,,1925,eswatini
14875,,1982,oecd - europe (eia)
4978,,1944,cuba
14895,,2002,oecd - europe (eia)
17036,,1986,saint kitts and nevis
18464,,2015,sri lanka
7371,,1996,french guiana
2138,,1912,barbados
21047,,1996,vanuatu
19435,,2011,togo
17462,,2005,serbia
9198,,1932,india
6286,,1947,eswatini
15567,,2020,other non-oecd - america (eia)
19639,,1928,tunisia
12311,,2015,middle east (shift)
8565,,2000,guyana
14326,,1955,north korea
14662,,1993,oecd (eia)
7543,,1958,gabon
3389,,1983,burundi
9632,0.0,1997,iraq
15502,0.0,1998,oman
14827,,2013,oecd (shift)
12392,,1948,mongolia
2679,,2002,bolivia
20652,,1964,united states
15579,,1990,other non-oecd - asia (eia)
15517,,2013,oman
20224,,1900,ukraine
5838,0.0,2020,eastern africa (ei)
19505,,1917,trinidad and tobago
21011,,2003,uzbekistan
11201,0.0,1997,luxembourg
5257,,1985,czechoslovakia
12919,,2014,namibia
8203,,2012,greenland
12317,,1996,moldova
9396,,2007,indonesia
7359,,1984,french guiana
1084,,1993,armenia
21615,7653.722,2006,world
19337,,1956,thailand
9970,10.961,1966,italy
20020,,2021,u.s. pacific islands (eia)
9376,0.0,1987,indonesia
3877,,1999,central & south america (eia)
21410,,1966,western africa (ei)
8668,,1932,high-income countries
19693,,1982,tunisia
13968,,1918,north america
12297,,2001,middle east (shift)
5756,,1983,east germany (eia)
13444,,2003,nicaragua
8422,,1983,guatemala
1321,,2007,asia (ember)
19724,,2013,tunisia
4980,,1946,cuba
17236,,2018,samoa
2678,,2001,bolivia
19147,,2010,tajikistan
5523,,1993,djibouti
5829,,2011,eastern africa (ei)
9641,,2006,iraq
11783,,1996,mauritius
14268,,2014,north america (shift)
14676,,2007,oecd (eia)
21975,,1986,zimbabwe
13018,,1949,nepal
12281,,1985,middle east (shift)
3152,,1911,bulgaria
20340,216.458,2021,ukraine
1531,,1919,australia
6050,0.0,1986,egypt
11873,,1964,mexico
7353,952.558,2021,france
6873,,2007,europe (shift)
4328,,1945,china
15974,,1905,persian gulf (shift)
15547,,2000,other non-oecd - america (eia)
11195,0.0,1991,luxembourg
12788,,1916,myanmar
4454,,1948,colombia
1747,0.0,1970,austria
4562,,2013,comoros
6656,2979.625,1994,europe
3643,,2014,cameroon
21119,,1946,venezuela
10055,,2008,jamaica
18769,,1909,switzerland
20129,8.891,1968,ussr
7210,64.199,2001,finland
6548,,2003,eurasia (shift)
15535,,1988,other non-oecd - america (eia)
398,,1949,africa (shift)
18307,,1916,spain
9771,,2013,ireland
4415,,1909,colombia
21627,6855.408,2018,world
11916,28.275,2007,mexico
8559,,1994,guyana
5655,,1919,eu28 (shift)
12461,,2017,mongolia
5691,,1955,eu28 (shift)
12891,,2019,myanmar
3778,,1984,cape verde
16467,,1912,portugal
5030,,1996,cuba
15452,,1948,oman
16174,0.0,1988,peru
13440,,1999,nicaragua
16260,,1951,philippines
14377,,2006,north korea
19273,,2014,tanzania
17200,,1982,samoa
756,,1903,angola
13926,,1998,non-opec (eia)
12686,,1936,mozambique
2613,,1936,bolivia
12666,,1916,mozambique
9542,,1907,iraq
12832,,1960,myanmar
11304,,1935,madagascar
14503,,1935,norway
1410,,1915,asia and oceania (shift)
13794,1181.653,2009,non-oecd (ei)
789,,1936,angola
16837,,1952,romania
13241,,2007,netherlands antilles
18281,56.639,2013,south and central america (ei)
12793,,1921,myanmar
4144,,2007,chad
6867,,2001,europe (shift)
16610,,2012,puerto rico
18219,,2019,south korea and other oecd asia (eia)
15133,,1976,opec (shift)
1869,,2011,bahamas
1623,,2011,australia
16528,0.0,1973,portugal
11918,28.142,2009,mexico
18835,22.022,1975,switzerland
16289,0.0,1980,philippines
2025,,1922,bangladesh
9407,,2018,indonesia
4722,,2008,cook islands
9373,0.0,1984,indonesia
8077,0.0,2009,greece
11745,,2000,mauritania
2185,,1959,barbados
2056,,1953,bangladesh
10442,,1962,kuwait
2276,,2013,belarus
6486,,1941,eurasia (shift)
21581,431.799,1972,world
2515,,2002,bermuda
10586,,2011,latin america and caribbean (ember)
6036,0.0,1972,egypt
20288,,1964,ukraine
17201,,1983,samoa
21623,6606.008,2014,world
12420,,1976,mongolia
11076,,1930,lower-middle-income countries
4691,,2020,congo
3775,,1981,cape verde
13409,,2011,new zealand
1782,,2005,austria
15147,,1990,opec (shift)
13959,,1909,north america
8636,,1900,high-income countries
12809,,1937,myanmar
17364,0.0,1982,saudi arabia
18252,17.831,1984,south and central america (ei)
3335,,1929,burundi
12378,,1934,mongolia
17949,,1915,south america
6475,,1930,eurasia (shift)
13112,,1921,netherlands
8166,,1975,greenland
8149,,1958,greenland
21594,4224.837,1985,world
12753,,2003,mozambique
6284,,1945,eswatini
19563,,1975,trinidad and tobago
7795,252.5,2014,germany
9474,,1962,iran
20070,,1909,ussr
15431,,1927,oman
7186,7.497,1977,finland
20595,,1907,united states
5943,,2002,ecuador
45,,1922,afghanistan
9206,,1940,india
14429,,1983,northern mariana islands
9147,,2004,iceland
17985,,1951,south america
13199,11.241,2008,netherlands
1451,,1956,asia and oceania (shift)
8321,,2004,guam
5353,,1988,democratic republic of congo
10707,,2009,lesotho
11193,,1989,luxembourg
9708,,1950,ireland
5157,71.595,2008,czechia
545,,1979,albania
11989,,1995,micronesia (country)
14130,2275.724,2022,north america (ei)
3473,445.063,2009,cis (ei)
18959,,1976,syria
14345,,1974,north korea
7305,41.856,1973,france
11657,,1997,malta
13193,10.961,2002,netherlands
12345,,1901,mongolia
4591,,1920,congo
15190,,1996,opec - africa (eia)
5778,,2017,east timor
13325,,1927,new zealand
9446,,1934,iran
6115,,2008,el salvador
12073,,2022,middle africa (ei)
20627,,1939,united states
6974,2126.613,1991,european union (27)
10606,0.0,1993,latvia
4261,,2001,chile
399,,1950,africa (shift)
2847,,2016,botswana
7273,,1941,france
21884,,2017,zambia
1948,,1968,bahrain
13781,831.387,1996,non-oecd (ei)
8406,,1967,guatemala
7818,,1914,ghana
14751,,1937,oecd (shift)
20751,,1983,united states territories (shift)
16421,0.0,1989,poland
9927,,1923,italy
19794,,1960,turkey
4347,,1964,china
10228,,2016,jordan
3464,376.595,2000,cis (ei)
10050,,2003,jamaica
4983,,1949,cuba
11658,,1998,malta
9570,,1935,iraq
3078,,1960,brunei
1552,,1940,australia
3766,261.261,2015,canada
8725,4821.057,1989,high-income countries
5281,,1916,democratic republic of congo
2372,111.781,1986,belgium
20430,0.0,1988,united arab emirates
21960,,1971,zimbabwe
19139,,2002,tajikistan
7621,,1993,gambia
10486,,2006,kuwait
20018,,2019,u.s. pacific islands (eia)
1041,7.99,1981,argentina
8581,,2016,guyana
7918,,2014,ghana
10577,,2002,latin america and caribbean (ember)
7149,,1997,fiji
6839,,1973,europe (shift)
16160,0.0,1974,peru
12258,,1962,middle east (shift)
16795,,1910,romania
19820,0.0,1986,turkey
7664,,2006,georgia
11841,,1932,mexico
177,,1932,africa
9142,0.0,1999,iceland
21729,,1954,yugoslavia
14549,0.0,1981,norway
1361,753.634,1989,asia pacific (ei)
10529,,2018,kyrgyzstan
4705,,1991,cook islands
18070,,1913,south korea
16382,,1950,poland
14598,400.493,1972,oecd (ei)
11684,,1981,martinique
1784,,2007,austria
16499,,1944,portugal
2236,,2010,barbados
10672,,2016,lebanon
10284,,1992,kenya
19263,,2004,tanzania
19064,,1958,taiwan
7377,,2002,french guiana
13701,,2016,nigeria
13426,,1985,nicaragua
12821,,1949,myanmar
6498,,1953,eurasia (shift)
6764,,2021,europe (ember)
10170,903.625,2001,japan
11955,,2003,"mexico, chile, and other oecd americas (eia)"
14647,4801.413,2021,oecd (ei)
4282,,2022,chile
4883,,2004,cote d'ivoire
3054,,1936,brunei
20309,216.159,1990,ukraine
18539,,1924,suriname
255,36.028,2010,africa
5713,,1977,eu28 (shift)
18193,,1993,south korea and other oecd asia (eia)
12863,,1991,myanmar
6178,,1999,eritrea
9994,0.0,1990,italy
4059,,1959,central and south america (shift)
13811,,1983,non-oecd (eia)
9689,,1931,ireland
15920,,2015,paraguay
19850,,2016,turkey
201,,1956,africa
5117,0.0,1968,czechia
20541,102.59,1976,united kingdom
1760,0.0,1983,austria
10099,,1930,japan
1914,,1934,bahrain
7643,,2015,gambia
21969,,1980,zimbabwe
7173,,2021,fiji
20237,,1913,ukraine
17250,,1990,sao tome and principe
18157,309.186,2000,south korea
13095,,1904,netherlands
21158,0.0,1985,venezuela
20250,,1926,ukraine
21426,0.0,1982,western africa (ei)
17324,,1942,saudi arabia
1705,,1928,austria
8097,,1906,greenland
17622,,2009,singapore
1005,,1945,argentina
21417,,1973,western africa (ei)
18932,,1949,syria
7081,,2013,falkland islands
7123,,2013,faroe islands
1426,,1931,asia and oceania (shift)
21741,,1966,yugoslavia
21061,,2010,vanuatu
16205,,2019,peru
4915,,2004,croatia
11464,,1931,malaysia
1923,,1943,bahrain
10214,,2002,jordan
8292,,2017,guadeloupe
1904,,1924,bahrain
11199,0.0,1995,luxembourg
4567,,2018,comoros
4876,,1997,cote d'ivoire
7671,,2013,georgia
369,,1920,africa (shift)
4404,1023.213,2021,china
5006,,1972,cuba
16812,,1927,romania
961,,1901,argentina
14905,,2012,oecd - europe (eia)
17923,34.119,2012,south africa
14488,,1920,norway
16324,,2015,philippines
19276,,2017,tanzania
3386,,1980,burundi
2092,0.0,1989,bangladesh
11147,273.856,2001,lower-middle-income countries
2975,36.424,2022,brazil
5994,,1930,egypt
20332,217.616,2013,ukraine
11418,,2007,malawi
18318,,1927,spain
3247,53.224,2006,bulgaria
12534,,1907,morocco
11928,28.304,2019,mexico
11591,,2015,maldives
3760,239.755,2009,canada
18888,,1905,syria
1791,,2014,austria
19141,,2004,tajikistan
20756,,1988,united states territories (shift)
3526,,2019,cambodia
10006,0.0,2002,italy
14891,,1998,oecd - europe (eia)
11813,,1904,mexico
18244,7.349,1976,south and central america (ei)
6176,,1997,eritrea
2935,0.0,1982,brazil
4936,,1902,cuba
17297,,1915,saudi arabia
21895,,1906,zimbabwe
10098,,1929,japan
16708,0.0,1988,qatar
16570,,2015,portugal
8763,,1984,honduras
5824,,2006,eastern africa (ei)
14564,0.0,1996,norway
7697,,1916,germany
10962,,1939,low-income countries
7160,,2008,fiji
7982,,1914,greece
14923,,1988,oecd - north america (eia)
4788,,1909,cote d'ivoire
3005,,2009,british virgin islands
7442,,2003,g20 (ember)
21444,0.0,2000,western africa (ei)
8504,,1981,guinea-bissau
14192,,1938,north america (shift)
7463,,2001,g7 (ember)
12082,0.0,1973,middle east (ei)
2783,,1952,botswana
20263,,1939,ukraine
7896,,1992,ghana
17791,,2002,somalia
3830,,1994,cayman islands
14659,,1990,oecd (eia)
1917,,1937,bahrain
5376,,2011,democratic republic of congo
2350,,1964,belgium
10169,905.512,2000,japan
13123,,1932,netherlands
18957,,1974,syria
2204,,1978,barbados
8205,,2014,greenland
8435,,1996,guatemala
17160,,1984,saint vincent and the grenadines
14865,,2014,oecd - asia and oceania (eia)
713,,1982,american samoa
14867,,2016,oecd - asia and oceania (eia)
3429,5.279,1965,cis (ei)
16244,,1935,philippines
12168,,2016,middle east (eia)
1108,,2017,armenia
12559,,1932,morocco
4659,,1988,congo
9423,,1911,iran
14603,1355.533,1977,oecd (ei)
11880,0.0,1971,mexico
13872,,1987,non-opec (ei)
2817,,1986,botswana
2788,,1957,botswana
6857,,1991,europe (shift)
7337,1240.675,2005,france
17323,,1941,saudi arabia
1180,,1931,asia
3977,0.0,2000,central america (ei)
2068,,1965,bangladesh
2494,,1981,bermuda
17910,36.425,1999,south africa
13799,1437.268,2014,non-oecd (ei)
20181,,2020,ussr
20897,12.452,1970,upper-middle-income countries
2754,,1923,botswana
8243,,2010,grenada
4088,,1988,central and south america (shift)
17338,,1956,saudi arabia
12805,,1933,myanmar
12926,,2021,namibia
16005,,1936,persian gulf (shift)
6902,,1919,european union (27)
17623,,2010,singapore
6901,,1918,european union (27)
16576,,2021,portugal
10798,,1936,libya
15397,,2016,oceania (ember)
2790,,1959,botswana
10645,,1989,lebanon
14316,,1945,north korea
259,35.859,2014,africa
21834,,1967,zambia
19775,,1941,turkey
8455,,2016,guatemala
9875,0.0,1994,israel
6188,,2009,eritrea
15616,,1985,other non-oecd - europe and eurasia (eia)
17090,,1998,saint lucia
7813,,1909,ghana
1283,,1991,asia & oceania (eia)
13101,,1910,netherlands
6812,,1946,europe (shift)
17771,,1982,somalia
1019,,1959,argentina
1928,,1948,bahrain
17507,,1993,seychelles
1573,,1961,australia
10393,,1913,kuwait
334,,2008,africa (ember)
3671,,1920,canada
8914,,1955,hungary
16832,,1947,romania
18899,,1916,syria
8550,,1985,guyana
17541,,1985,sierra leone
1664,,2009,australia and new zealand (eia)
6574,,1912,europe
20041,,2000,u.s. territories (eia)
3611,,1982,cameroon
1507,,2012,asia and oceania (shift)
2823,,1992,botswana
9944,,1940,italy
17053,,2003,saint kitts and nevis
12002,,2008,micronesia (country)
6048,0.0,1984,egypt
211,0.0,1966,africa
6577,,1915,europe
15688,,1935,pakistan
14406,,2003,north macedonia
11726,,1981,mauritania
15752,0.226,1999,pakistan
644,,1956,algeria
434,,1985,africa (shift)
16955,,1989,rwanda
13086,,2017,nepal
16196,,2010,peru
9874,0.0,1993,israel
14167,,1913,north america (shift)
18995,,2012,syria
3893,,2015,central & south america (eia)
3412,,2006,burundi
21432,0.0,1988,western africa (ei)
13204,7.56,2013,netherlands
2465,,1994,benin
12845,,1973,myanmar
15609,,2020,other non-oecd - asia (eia)
1027,0.0,1967,argentina
1773,0.0,1996,austria
3749,201.443,1998,canada
16755,,1992,reunion
364,,1915,africa (shift)
17893,0.0,1982,south africa
8940,0.0,1981,hungary
2033,,1930,bangladesh
2249,0.0,1986,belarus
16102,,1916,peru
18702,0.051,1965,sweden
506,,1940,albania
17824,,1913,south africa
10758,,2018,liberia
7703,,1922,germany
3663,,1912,canada
21010,,2002,uzbekistan
10239,0.0,1990,kazakhstan
9967,,1963,italy
7742,,1961,germany
14920,,1985,oecd - north america (eia)
14984,,1992,opec (ei)
20906,194.341,1979,upper-middle-income countries
12242,,1946,middle east (shift)
8119,,1928,greenland
17015,,2007,saint helena
19114,110.09,2008,taiwan
3795,,2001,cape verde
2576,,2021,bhutan
20055,,2014,u.s. territories (eia)
5314,,1949,democratic republic of congo
19506,,1918,trinidad and tobago
19164,,1905,tanzania
10610,0.0,1997,latvia
2140,,1914,barbados
10067,,2020,jamaica
5112,,2021,cyprus
7310,86.408,1978,france
2107,,2004,bangladesh
6038,0.0,1974,egypt
16189,,2003,peru
3559,,1930,cameroon
5435,,1948,denmark
19614,,1903,tunisia
9193,,1927,india
1127,,2000,aruba
10895,33.545,1995,lithuania
5456,0.0,1969,denmark
16229,,1920,philippines
12611,,1984,morocco
2908,,1955,brazil
16081,,2012,persian gulf (shift)
5667,,1931,eu28 (shift)
18275,53.192,2007,south and central america (ei)
19833,0.0,1999,turkey
9363,0.0,1974,indonesia
2672,,1995,bolivia
9196,,1930,india
2336,,1950,belgium
