Unnamed__0,country,energy_cons_change_twh
5947,ecuador,6.961
12951,nauru,-0.021
3359,burundi,
3435,cis (ei),432.438
3096,brunei,
8434,guatemala,2.094
20327,ukraine,-55.829
13613,nigeria,
11497,malaysia,
2663,bolivia,0.299
14488,norway,
16230,philippines,
695,algeria,20.42
14215,north america (shift),
10248,kazakhstan,-26.042
8395,guatemala,
19817,turkey,11.031
5722,eu28 (shift),
3985,central america (ei),8.797
489,albania,
2690,bolivia,1.09
11572,maldives,0.063
16499,portugal,
11486,malaysia,
12036,middle africa (ei),9.247
16257,philippines,
3233,bulgaria,-15.545
4231,chile,7.365
18303,spain,
15809,panama,-0.533
5519,djibouti,3.848
15331,oceania,47.999
6706,europe (ei),396.91
9389,indonesia,76.591
11973,"mexico, chile, and other oecd americas (eia)",107.801
15854,papua new guinea,-0.12
13988,north america,
16790,romania,
11302,madagascar,
14948,oecd - north america (eia),951.781
1505,asia and oceania (shift),
8295,guadeloupe,0.0
1872,bahamas,-0.231
19424,togo,-0.418
21101,venezuela,
6433,eurasia (eia),1201.596
11630,mali,0.817
12961,nauru,0.023
2267,belarus,30.494
10918,lithuania,2.152
10225,jordan,-0.702
11070,lower-middle-income countries,
15627,other non-oecd - europe and eurasia (eia),-182.054
17178,saint vincent and the grenadines,0.066
13659,nigeria,
5454,denmark,1.064
2275,belarus,24.565
20564,united kingdom,-12.187
10708,lesotho,0.283
17032,saint kitts and nevis,0.0
10849,libya,3.654
10331,kiribati,0.0
3430,cis (ei),439.341
4957,cuba,
18150,south korea,131.364
5225,czechoslovakia,
6095,el salvador,1.248
20391,united arab emirates,
2258,belarus,-31.107
14417,north macedonia,-2.259
20815,united states virgin islands,-3.149
17415,senegal,0.128
3458,cis (ei),-971.755
4945,cuba,
13363,new zealand,
21928,zimbabwe,
413,africa (shift),
14181,north america (shift),
2276,belarus,-30.475
13986,north america,
21195,venezuela,30.316
5421,denmark,
13285,new caledonia,0.075
7312,france,-28.461
12202,middle east (shift),
5933,ecuador,-0.459
11298,madagascar,
11579,maldives,-0.375
3315,burundi,
4915,croatia,4.221
6851,europe (shift),
13904,non-opec (ei),
21853,zambia,-0.178
20831,upper-middle-income countries,
10626,latvia,-1.726
11596,maldives,-0.463
8658,high-income countries,
5936,ecuador,-5.505
14457,northern mariana islands,0.0
4605,congo,
5906,ecuador,
10373,kosovo,1.049
15370,oceania,-20.738
11829,mexico,
20313,ukraine,-322.427
6482,eurasia (shift),
13479,niger,
19619,tunisia,
10647,lebanon,13.503
21768,zambia,
7323,france,167.309
1329,asia (ember),
14466,northern mariana islands,0.0
3599,cameroon,
5385,democratic republic of congo,1.37
14028,north america,606.582
906,antarctica,-0.0
6127,el salvador,-3.407
9051,ieo - middle east (eia),399.812
13972,north america,
6775,europe (shift),
677,algeria,-8.354
13337,new zealand,
2556,bhutan,0.517
10052,jamaica,1.386
83,afghanistan,
9234,india,45.552
21191,venezuela,-132.768
10043,jamaica,1.205
17151,saint pierre and miquelon,-0.007
1984,bahrain,4.632
1217,asia,482.357
9449,iran,
7610,gambia,0.0
6546,eurasia (shift),
10474,kuwait,16.762
6497,eurasia (shift),
8789,honduras,1.605
2541,bhutan,0.635
16150,peru,
3949,central america (ei),3.542
20000,u.s. pacific islands (eia),0.0
9336,indonesia,
17315,saudi arabia,
15986,persian gulf (shift),
10777,libya,
8805,hong kong,6.372
4829,cote d'ivoire,
12745,mozambique,0.313
11725,mauritania,
20082,ussr,
7251,france,
18098,south korea,
14551,norway,39.287
17954,south america,
6349,eswatini,-0.364
19229,tanzania,
20380,united arab emirates,
5111,cyprus,-4.212
19328,thailand,
3908,central african republic,0.003
6651,europe,-67.508
18203,south korea and other oecd asia (eia),94.923
6103,el salvador,0.568
10782,libya,
21359,wake island (eia),-5.696
418,africa (shift),
576,albania,2.288
21490,western sahara,0.0
13511,niger,
3991,central america (ei),9.344
9319,indonesia,
5123,czechia,6.007
5127,czechia,8.754
20266,ukraine,
17587,singapore,-1.268
17216,samoa,0.015
18224,south sudan,0.218
14837,oecd - asia and oceania (eia),142.751
315,africa (ei),179.169
18231,south sudan,0.41
2715,bosnia and herzegovina,-2.464
19433,togo,5.241
3406,burundi,-0.299
19106,taiwan,60.96
11763,mauritania,1.079
12984,nepal,
9163,iceland,-6.216
12641,morocco,3.046
10207,jordan,2.582
16885,romania,-0.839
19573,trinidad and tobago,1.915
11188,luxembourg,2.259
15702,pakistan,
13661,nigeria,
235,africa,83.391
8297,guam,
49,afghanistan,
20469,united kingdom,
9330,indonesia,
9203,india,
1683,austria,
3941,central african republic,0.061
8048,greece,-1.929
15669,pakistan,
1348,asia pacific (ei),533.894
16350,poland,
1201,asia,
7213,finland,-1.674
19447,tonga,0.061
18062,south korea,
1922,bahrain,
15706,pakistan,
7953,gibraltar,
9220,india,
9128,iceland,-0.196
11861,mexico,
19327,thailand,
5359,democratic republic of congo,-3.826
9081,ieo oecd - europe (eia),559.197
19281,thailand,
4235,chile,-9.099
2229,barbados,0.075
1099,armenia,-1.43
15719,pakistan,0.616
7848,ghana,
4371,china,516.873
12898,namibia,1.293
5827,eastern africa (ei),23.805
2342,belgium,
20972,uruguay,-5.893
4737,costa rica,0.513
10997,low-income countries,
16761,reunion,2.323
21040,vanuatu,-0.069
2477,benin,3.762
4218,chile,
5854,ecuador,
6224,estonia,-5.901
7624,gambia,0.002
15171,opec (shift),
13117,netherlands,
18127,south korea,23.134
2155,barbados,
2296,belgium,
15284,oceania,
10639,lebanon,0.899
8040,greece,16.884
9923,italy,
3019,brunei,
19927,turks and caicos islands,0.0
3156,bulgaria,
17458,serbia,
9144,iceland,0.37
3087,brunei,
12686,mozambique,
17396,saudi arabia,200.497
21954,zimbabwe,
13603,nigeria,
21051,vanuatu,0.17
18664,sweden,
8420,guatemala,-2.93
15402,oceania (ember),
2787,botswana,
3247,bulgaria,4.572
11233,macao,1.129
14261,north america (shift),
9658,ireland,
14785,oecd (shift),
21657,yemen,4.262
1452,asia and oceania (shift),
16530,portugal,-0.655
18434,sri lanka,-1.519
2213,barbados,-0.255
10425,kuwait,
12367,mongolia,
3858,central & south america (eia),
13148,netherlands,
12092,middle east (ei),173.788
21530,world,
21230,vietnam,
6998,european union (27),223.369
8872,hungary,
12146,middle east (eia),183.148
2574,bhutan,3.281
16935,russia,47.799
9647,iraq,35.654
16628,qatar,
1978,bahrain,4.88
21323,wake island (eia),0.015
21049,vanuatu,0.0
17253,sao tome and principe,-0.001
11728,mauritania,0.007
9559,iraq,
12346,mongolia,
6956,european union (27),778.204
3543,cameroon,
13361,new zealand,
15772,pakistan,11.486
17273,sao tome and principe,0.0
7074,falkland islands,0.026
21362,wake island (shift),
16011,persian gulf (shift),
3147,bulgaria,
5790,eastern africa (ei),5.479
10797,libya,
19289,thailand,
6451,eurasia (shift),
20119,ussr,
17196,saint vincent and the grenadines,-0.092
9192,india,
20249,ukraine,
3113,brunei,3.474
15258,oceania,
6869,europe (shift),
16211,philippines,
21783,zambia,
14544,norway,23.415
5725,eu28 (shift),
6833,europe (shift),
5554,dominica,-0.003
8939,hungary,0.967
9822,israel,
13862,non-opec (ei),
20360,united arab emirates,
5710,eu28 (shift),
4921,croatia,1.775
14367,north korea,-11.162
14703,oecd (ember),
10275,kenya,-0.571
18204,south korea and other oecd asia (eia),52.934
3819,cayman islands,-0.059
18969,syria,0.099
3077,brunei,
20460,united arab emirates,-15.957
19095,taiwan,31.713
5350,democratic republic of congo,0.456
19382,thailand,40.527
13271,new caledonia,0.02
13548,niger,0.001
17256,sao tome and principe,0.001
12832,myanmar,
10146,japan,28.179
5360,democratic republic of congo,2.525
8468,guinea,0.309
1713,austria,
11824,mexico,
13446,nicaragua,0.317
389,africa (shift),
17241,sao tome and principe,-0.0
21467,western sahara,
12764,mozambique,7.702
5927,ecuador,2.938
15023,opec (eia),218.46
8564,guyana,1.161
10393,kuwait,
21151,venezuela,7.888
3898,central & south america (eia),-768.017
6097,el salvador,0.558
866,angola,10.85
11832,mexico,
11033,low-income countries,34.333
12653,mozambique,
10148,japan,166.993
14030,north america,-703.518
11019,low-income countries,1.409
8596,haiti,-0.479
15193,opec - africa (eia),-13.265
3769,canada,36.469
20218,uganda,3.12
21602,world,768.609
20741,united states pacific islands (shift),
12115,middle east (ei),331.172
2274,belarus,-5.515
21697,yugoslavia,
20049,u.s. territories (eia),0.0
21428,western africa (ei),-17.836
1777,austria,1.367
3471,cis (ei),125.439
3976,central america (ei),6.921
18537,suriname,
19203,tanzania,
3415,burundi,0.013
4204,chile,
15967,persian gulf (eia),-911.593
7434,french polynesia,-0.123
19901,turks and caicos islands,0.0
13155,netherlands,
6194,eritrea,-0.017
16760,reunion,0.076
6245,eswatini,
10070,japan,
19674,tunisia,
20474,united kingdom,
16031,persian gulf (shift),
1820,azerbaijan,12.939
8412,guatemala,
17327,saudi arabia,
7263,france,
20925,upper-middle-income countries,30.521
18145,south korea,90.216
9838,israel,
16580,puerto rico,-0.061
9066,ieo oecd - europe (eia),
72,afghanistan,
2005,bangladesh,
161,africa,
21841,zambia,
533,albania,
21440,western africa (ei),23.555
12477,montenegro,0.374
9917,italy,
6650,europe,404.012
8352,guatemala,
14940,oecd - north america (eia),151.656
1045,argentina,-5.725
14481,norway,
9805,israel,
8859,hungary,
13769,non-oecd (ei),1586.18
6637,europe,329.869
6929,european union (27),
6526,eurasia (shift),
7,asean (ember),
7907,ghana,-3.231
5480,denmark,13.167
11067,lower-middle-income countries,
19505,trinidad and tobago,
18810,switzerland,
3666,canada,
2591,bolivia,
2209,barbados,0.248
5292,democratic republic of congo,
11055,lower-middle-income countries,
16868,romania,-5.07
7822,ghana,
12767,mozambique,0.336
20610,united states,
6099,el salvador,2.046
4817,cote d'ivoire,
10789,libya,
21622,world,2564.609
20767,united states territories (shift),
12829,myanmar,
4499,colombia,23.68
9541,iraq,
20890,upper-middle-income countries,
10210,jordan,4.052
19022,taiwan,
18009,south america,35.616
8505,guinea-bissau,0.0
3796,cape verde,0.132
15646,other non-oecd - europe and eurasia (eia),-102.27
12520,montserrat,0.027
19480,tonga,0.043
11538,malaysia,63.439
12418,mongolia,
6165,equatorial guinea,-3.346
12665,mozambique,
20224,ukraine,
15029,opec (eia),189.214
12112,middle east (ei),217.434
16797,romania,
21316,vietnam,-0.443
8655,high-income countries,
14106,north america (ei),173.643
1283,asia & oceania (eia),659.729
3354,burundi,
2482,benin,-1.464
13281,new caledonia,1.061
4061,central and south america (shift),
5465,denmark,3.429
11404,malawi,-0.121
7492,gabon,
11906,mexico,35.812
21593,world,3724.953
13897,non-opec (ei),
4192,chile,
12710,mozambique,
21112,venezuela,
8866,hungary,
19652,tunisia,
15143,opec (shift),
9274,india,307.585
7358,french guiana,0.06
15504,oman,32.303
8838,hong kong,-5.988
15205,opec - africa (eia),70.089
19176,tanzania,
15052,opec (eia),168.438
12827,myanmar,
19521,trinidad and tobago,
4554,comoros,-0.025
2977,british virgin islands,0.062
17764,solomon islands,-0.008
345,africa (ember),
7258,france,
9573,iraq,
18166,south korea,15.377
4773,costa rica,2.335
4858,cote d'ivoire,
2510,bermuda,-0.006
19349,thailand,11.793
8828,hong kong,25.539
3596,cameroon,
3570,cameroon,
13638,nigeria,
6751,europe (ember),
9549,iraq,
10438,kuwait,
9403,indonesia,24.001
16948,rwanda,0.004
16482,portugal,
1290,asia & oceania (eia),114.234
9142,iceland,2.73
4819,cote d'ivoire,
4725,cook islands,0.044
21696,yugoslavia,
17184,saint vincent and the grenadines,0.001
16913,russia,-179.727
11090,lower-middle-income countries,
11601,mali,0.054
1069,argentina,-24.667
13642,nigeria,
10868,libya,-19.184
13333,new zealand,
12748,mozambique,1.828
4404,china,2359.258
16110,peru,
20931,upper-middle-income countries,3525.762
13947,non-opec (eia),823.375
9960,italy,
4036,central and south america (shift),
16251,philippines,
10063,jamaica,1.27
4465,colombia,
838,angola,4.065
7583,gabon,-0.312
15082,opec (shift),
13573,niger,1.323
214,africa,22.072
11563,maldives,0.0
21161,venezuela,22.507
7098,faroe islands,0.12
10231,jordan,2.948
10008,italy,47.735
18250,south and central america (ei),38.361
8745,high-income countries,-3154.828
21932,zimbabwe,
1527,australia,
196,africa,
7677,georgia,1.011
21080,venezuela,
353,africa (shift),
3957,central america (ei),-2.854
11161,lower-middle-income countries,361.623
10422,kuwait,
7013,european union (eia),331.275
2983,british virgin islands,0.119
6221,estonia,0.364
342,africa (ember),
2260,belarus,2.963
18606,suriname,0.265
13151,netherlands,
20144,ussr,296.858
18515,suriname,
5259,czechoslovakia,25.855
10379,kosovo,
16921,russia,-13.059
14684,oecd (eia),83.25
17639,slovakia,11.521
4769,costa rica,0.378
15036,opec (eia),357.443
394,africa (shift),
19799,turkey,
14643,oecd (ei),660.789
1150,asia,
5489,denmark,-0.461
7847,ghana,
20074,ussr,
5620,dominican republic,-0.157
10026,italy,-54.019
14927,oecd - north america (eia),495.869
1330,asia (ember),
13382,new zealand,8.626
16939,russia,162.073
18173,south korea,98.496
20439,united arab emirates,21.768
9511,iran,96.062
11098,lower-middle-income countries,
13505,niger,
18699,sweden,
17688,slovakia,9.851
3027,brunei,
8426,guatemala,0.123
11833,mexico,
15099,opec (shift),
18221,south korea and other oecd asia (eia),168.648
6673,europe,-400.232
17793,somalia,0.002
20522,united kingdom,
16992,saint helena,0.0
20369,united arab emirates,
17894,south africa,10.738
8302,guam,-2.584
19555,trinidad and tobago,2.36
17155,saint pierre and miquelon,0.003
11965,"mexico, chile, and other oecd americas (eia)",37.355
13237,netherlands antilles,-0.383
13472,niger,
8567,guyana,0.078
1409,asia and oceania (shift),
7460,g20 (ember),
3778,cape verde,0.116
9271,india,256.028
57,afghanistan,
10735,liberia,0.0
6894,european union (27),
2530,bermuda,-0.043
4109,central and south america (shift),
7864,ghana,
181,africa,
11061,lower-middle-income countries,
10757,liberia,-0.759
5544,djibouti,0.41
2200,barbados,
5957,ecuador,-0.642
9432,iran,
21900,zimbabwe,
1213,asia,
2248,belarus,
8111,greenland,
15699,pakistan,
4523,colombia,5.085
3186,bulgaria,
19430,togo,-0.685
20531,united kingdom,11.275
8406,guatemala,
3850,cayman islands,0.04
16494,portugal,
21509,world,
1372,asia pacific (ei),1162.104
1014,argentina,
19702,tunisia,-10.181
16015,persian gulf (shift),
11744,mauritania,0.0
14125,north america (ei),199.447
2463,benin,0.332
15949,persian gulf (eia),247.855
16247,philippines,
7257,france,
11309,madagascar,
7702,germany,
21076,venezuela,
17821,south africa,
8226,grenada,0.081
8102,greenland,
8057,greece,21.469
6278,eswatini,
11781,mauritius,-0.033
3443,cis (ei),350.628
4438,colombia,
18656,sweden,
10162,japan,81.23
13943,non-opec (eia),120.281
16026,persian gulf (shift),
18729,sweden,4.873
18447,sri lanka,2.922
4884,cote d'ivoire,3.782
2840,botswana,-1.254
15217,opec - south america (eia),39.744
12207,middle east (shift),
6769,europe (shift),
18199,south korea and other oecd asia (eia),197.634
340,africa (ember),
19011,taiwan,
8315,guam,-2.59
18235,south and central america (ei),55.756
14641,oecd (ei),159.348
4419,colombia,
3565,cameroon,
20681,united states,480.68
4334,china,
17262,sao tome and principe,0.036
14348,north korea,
7473,g7 (ember),
4196,chile,
12385,mongolia,
1317,asia (ember),
13840,non-oecd (eia),3806.0
20031,u.s. territories (eia),0.0
20117,ussr,
19398,thailand,25.887
12634,morocco,-1.436
16753,reunion,0.378
10886,lithuania,-13.964
2116,bangladesh,11.926
13702,nigeria,-13.154
18682,sweden,
21705,yugoslavia,
14216,north america (shift),
823,angola,
21570,world,
4564,comoros,0.055
11862,mexico,
16750,reunion,0.513
6304,eswatini,
781,angola,
11724,martinique,0.0
4960,cuba,
14845,oecd - asia and oceania (eia),364.113
13654,nigeria,
12881,myanmar,-5.791
19711,tunisia,4.433
10360,kosovo,
17542,sierra leone,0.192
11894,mexico,53.57
16792,romania,
1424,asia and oceania (shift),
19849,turkey,144.594
9599,iraq,
16035,persian gulf (shift),
1416,asia and oceania (shift),
8207,greenland,-0.047
21225,vietnam,
604,algeria,
6856,europe (shift),
5320,democratic republic of congo,
7334,france,-32.311
19076,taiwan,8.756
20133,ussr,474.431
4014,central and south america (shift),
15315,oceania,
8435,guatemala,1.093
8783,honduras,1.839
4152,chad,0.058
9560,iraq,
20346,united arab emirates,
10243,kazakhstan,-81.732
9937,italy,
3560,cameroon,
237,africa,39.239
5558,dominica,-0.035
5926,ecuador,9.398
1660,australia and new zealand (eia),20.844
20071,ussr,
8535,guinea-bissau,0.028
9800,israel,
2390,belgium,2.929
17654,slovakia,0.621
15456,oman,
10007,italy,66.432
15695,pakistan,
6897,european union (27),
1492,asia and oceania (shift),
6436,eurasia (eia),-251.16
4116,central and south america (shift),
8959,hungary,-8.535
6370,ethiopia,0.743
6141,equatorial guinea,0.0
12121,middle east (ei),338.924
18509,sudan,2.296
2786,botswana,
20609,united states,
10729,liberia,-0.982
18853,switzerland,-0.581
10287,kenya,2.376
14251,north america (shift),
15691,pakistan,
11166,lower-middle-income countries,-800.844
2907,brazil,
10567,laos,0.774
13401,new zealand,-7.221
14091,north america (ei),-93.6
14274,north korea,
2078,bangladesh,0.585
6265,eswatini,
11040,low-income countries,-2.376
2594,bolivia,
20643,united states,
14309,north korea,
15120,opec (shift),
3169,bulgaria,
14954,oecd - north america (eia),-312.273
19728,tunisia,6.567
21631,world,1841.516
1677,austria,
21360,wake island (eia),0.0
17056,saint kitts and nevis,0.032
13801,non-oecd (ei),1497.781
18873,switzerland,9.116
21148,venezuela,11.425
13529,niger,
4144,chad,0.115
17061,saint kitts and nevis,0.048
20373,united arab emirates,
13491,niger,
8503,guinea-bissau,
14347,north korea,
6982,european union (27),-82.977
12757,mozambique,5.361
7574,gabon,2.541
2126,barbados,
10590,latin america and caribbean (ember),
15040,opec (eia),594.905
16901,romania,0.106
15740,pakistan,28.147
13411,new zealand,1.714
12161,middle east (eia),331.067
4193,chile,
15477,oman,-2.301
7949,gibraltar,
13719,niue,0.0
19252,tanzania,0.652
5001,cuba,
7230,finland,6.619
6087,el salvador,
20764,united states territories (shift),
8967,hungary,-4.189
11453,malaysia,
2283,belarus,-22.044
5178,czechoslovakia,
14444,northern mariana islands,0.0
12722,mozambique,
7373,french guiana,0.0
16997,saint helena,-0.0
12868,myanmar,0.352
9561,iraq,
8396,guatemala,
3223,bulgaria,8.091
19720,tunisia,-17.218
997,argentina,
15823,panama,-0.821
8154,greenland,
2803,botswana,
21816,zambia,
16783,reunion,0.0
9634,iraq,-88.493
21531,world,
4314,china,
11246,macao,0.414
2886,brazil,
5712,eu28 (shift),
15720,pakistan,8.879
15388,oceania (ember),
15199,opec - africa (eia),104.308
13400,new zealand,7.809
1355,asia pacific (ei),609.367
19316,thailand,
1673,australia and new zealand (eia),-12.281
2429,belize,0.153
17444,senegal,4.471
5023,cuba,2.88
8363,guatemala,
10141,japan,165.699
4538,comoros,-0.0
4723,cook islands,-0.026
5093,cyprus,-0.424
18521,suriname,
4551,comoros,0.003
21190,venezuela,6.779
6092,el salvador,0.232
1663,australia and new zealand (eia),1.765
9906,italy,
3736,canada,91.112
6915,european union (27),
19211,tanzania,
17156,saint vincent and the grenadines,
20384,united arab emirates,
19062,taiwan,
18181,south korea and other oecd asia (eia),32.253
5084,cyprus,0.893
17790,somalia,0.049
7128,faroe islands,0.103
5462,denmark,-3.074
10321,kiribati,0.002
7021,european union (eia),502.844
17201,samoa,0.0
8258,guadeloupe,0.177
12622,morocco,-2.003
2627,bolivia,
18794,switzerland,
7059,falkland islands,0.0
20739,united states pacific islands (shift),
21938,zimbabwe,
21014,uzbekistan,-35.734
863,angola,7.354
175,africa,
2099,bangladesh,5.094
13695,nigeria,47.889
7227,finland,6.625
16397,poland,
15971,persian gulf (shift),
16542,portugal,3.727
21866,zambia,-0.895
9742,ireland,-1.02
19717,tunisia,-6.074
16954,rwanda,-0.013
1128,aruba,0.153
20546,united kingdom,-65.934
10911,lithuania,2.741
12235,middle east (shift),
2215,barbados,0.422
16545,portugal,2.992
9062,ieo - middle east (eia),152.935
4931,croatia,-4.435
12389,mongolia,
4673,congo,-0.352
16800,romania,
14792,oecd (shift),
21269,vietnam,4.343
16666,qatar,
12504,montserrat,0.0
15746,pakistan,36.285
11787,mauritius,4.198
11143,lower-middle-income countries,269.922
9806,israel,
21720,yugoslavia,
12954,nauru,-0.006
6447,eurasia (shift),
19042,taiwan,
6518,eurasia (shift),
19794,turkey,
17779,somalia,-0.422
8098,greenland,
12015,micronesia (country),0.0
13779,non-oecd (ei),259.855
13071,nepal,0.822
12198,middle east (shift),
11566,maldives,0.073
15015,opec (eia),
6899,european union (27),
12441,mongolia,-3.835
15137,opec (shift),
11140,lower-middle-income countries,28.036
2736,botswana,
13907,non-opec (ei),
14346,north korea,
9794,israel,
14796,oecd (shift),
14656,oecd (eia),1477.613
20022,u.s. territories (eia),0.0
7174,finland,
17697,slovenia,1.777
12255,middle east (shift),
21895,zimbabwe,
2648,bolivia,
11765,mauritania,-0.714
5763,east germany (eia),-158.381
9589,iraq,
21422,western africa (ei),8.335
7741,germany,
8023,greece,
3160,bulgaria,
15415,oman,
18983,syria,-8.029
15084,opec (shift),
9471,iran,
3986,central america (ei),-5.506
18422,sri lanka,0.738
6883,european union (27),
10176,japan,-66.898
14000,north america,
8099,greenland,
16288,philippines,6.043
21682,yugoslavia,
7938,gibraltar,
9951,italy,
16820,romania,
2577,bolivia,
16698,qatar,-0.855
16617,puerto rico,-4.877
14027,north america,711.576
4429,colombia,
20143,ussr,342.001
2217,barbados,0.061
11286,madagascar,
19951,tuvalu,0.0
6414,eurasia (eia),-275.301
12386,mongolia,
8661,high-income countries,
11344,madagascar,
16077,persian gulf (shift),
19209,tanzania,
21434,western africa (ei),-6.468
19745,turkey,
21212,vietnam,
11580,maldives,0.768
16947,rwanda,0.839
14230,north america (shift),
10819,libya,
15462,oman,
19988,u.s. pacific islands (eia),0.462
1522,australia,
7559,gabon,
19107,taiwan,31.664
2805,botswana,
19079,taiwan,24.364
7767,germany,-35.652
1497,asia and oceania (shift),
7866,ghana,
5257,czechoslovakia,8.58
5484,denmark,-26.891
20345,united arab emirates,
10694,lesotho,0.013
7327,france,66.804
15438,oman,
21744,yugoslavia,
5140,czechia,-49.105
17874,south africa,
4330,china,
7080,falkland islands,0.006
15266,oceania,
12815,myanmar,
619,algeria,
14472,norway,
967,argentina,
15948,persian gulf (eia),202.701
12470,montenegro,1.797
14679,oecd (eia),2614.0
19444,togo,-1.019
12258,middle east (shift),
780,angola,
16968,rwanda,0.064
19319,thailand,
8015,greece,
11938,"mexico, chile, and other oecd americas (eia)",0.089
3713,canada,
9400,indonesia,98.078
140,afghanistan,-0.324
21447,western africa (ei),-5.663
12309,middle east (shift),
15856,papua new guinea,0.186
4534,comoros,-0.001
5045,cuba,-13.571
6508,eurasia (shift),
867,angola,10.258
2747,botswana,
9725,ireland,6.363
9038,ieo - middle east (eia),172.638
18059,south korea,
6016,egypt,
9957,italy,
5466,denmark,-0.48
4788,cote d'ivoire,
16443,poland,6.755
908,antarctica,-0.01
17005,saint helena,-0.0
18916,syria,
20053,u.s. territories (eia),0.0
10226,jordan,2.566
18922,syria,
3263,bulgaria,9.937
17707,slovenia,-1.563
20175,ussr,
6553,eurasia (shift),
14430,northern mariana islands,0.0
377,africa (shift),
2259,belarus,6.432
17684,slovakia,4.694
10531,kyrgyzstan,0.157
5623,dominican republic,-1.019
5985,egypt,
14864,oecd - asia and oceania (eia),-12.016
19408,togo,0.475
14189,north america (shift),
9058,ieo - middle east (eia),302.669
3399,burundi,0.2
11773,mauritius,1.018
2255,belarus,-61.75
10035,jamaica,2.815
15489,oman,5.081
207,africa,
1601,australia,48.633
5332,democratic republic of congo,
145,africa,
16118,peru,
18210,south korea and other oecd asia (eia),253.148
13075,nepal,-0.24
2138,barbados,
3377,burundi,
16020,persian gulf (shift),
9213,india,
11603,mali,0.175
20633,united states,
9169,india,
765,angola,
4458,colombia,
20185,uganda,-0.184
10722,liberia,0.043
7913,ghana,6.941
13796,non-oecd (ei),3934.391
6412,eurasia (eia),-28.963
17039,saint kitts and nevis,-0.0
10439,kuwait,
18003,south america,59.03
9222,india,
10652,lebanon,3.23
11214,luxembourg,2.523
6174,eritrea,0.565
8190,greenland,0.512
8287,guadeloupe,-10.872
3209,bulgaria,17.597
20419,united arab emirates,19.441
21245,vietnam,
5766,east timor,0.003
401,africa (shift),
21454,western africa (ei),21.674
15116,opec (shift),
19434,togo,-0.542
14327,north korea,
7629,gambia,0.113
7992,greece,
17799,somalia,0.083
3540,cameroon,
14202,north america (shift),
18032,south america,164.819
13188,netherlands,-18.26
2049,bangladesh,
5682,eu28 (shift),
398,africa (shift),
5155,czechia,9.823
20859,upper-middle-income countries,
17647,slovakia,6.852
7317,france,75.323
16736,qatar,-12.859
4844,cote d'ivoire,
13572,niger,0.838
15181,opec - africa (eia),37.355
14086,north america (ei),596.123
2565,bhutan,1.132
268,africa (ei),
8862,hungary,
3518,cambodia,0.81
13085,nepal,12.701
18208,south korea and other oecd asia (eia),40.194
18546,suriname,
11758,mauritania,-0.955
13598,nigeria,
380,africa (shift),
1088,armenia,-7.759
1127,aruba,0.724
12890,myanmar,4.733
2189,barbados,
5860,ecuador,
19442,togo,1.664
5549,djibouti,-0.253
7410,french polynesia,0.002
5459,denmark,12.707
11951,"mexico, chile, and other oecd americas (eia)",-0.508
16858,romania,42.548
6746,europe (ember),
8840,hong kong,30.122
15270,oceania,
19699,tunisia,3.538
4556,comoros,-0.245
16638,qatar,
19099,taiwan,37.969
892,antarctica,0.003
19841,turkey,68.523
4902,croatia,-17.03
16163,peru,0.774
8519,guinea-bissau,-0.053
19527,trinidad and tobago,
4399,china,143.422
13366,new zealand,2.134
18763,switzerland,
1764,austria,17.584
16852,romania,34.464
7821,ghana,
20041,u.s. territories (eia),0.0
4372,china,369.325
10678,lesotho,
400,africa (shift),
11508,malaysia,1.846
575,albania,2.782
11229,macao,0.126
9503,iran,68.946
12849,myanmar,
18805,switzerland,
1052,argentina,37.962
19453,tonga,0.14
6443,eurasia (eia),0.655
16058,persian gulf (shift),
2469,benin,0.38
9334,indonesia,
21907,zimbabwe,
10213,jordan,-2.622
21996,zimbabwe,-1.02
15527,other non-oecd - america (eia),
12727,mozambique,
18614,suriname,0.062
11701,martinique,-0.062
19482,tonga,0.033
11501,malaysia,1.401
1268,asia,2376.094
12854,myanmar,2.089
6496,eurasia (shift),
17395,saudi arabia,17.01
10303,kenya,2.273
7805,ghana,
4384,china,669.779
13156,netherlands,
12899,namibia,-0.295
849,angola,-0.991
5504,denmark,0.993
15298,oceania,
14061,north america,9.311
9706,ireland,
15944,persian gulf (eia),302.278
976,argentina,
6469,eurasia (shift),
1798,austria,2.543
17595,singapore,-3.466
18959,syria,
4346,china,
6249,eswatini,
154,africa,
510,albania,
1634,australia,68.598
20261,ukraine,
6820,europe (shift),
10903,lithuania,4.733
8595,haiti,0.378
20163,ussr,
13469,niger,
1952,bahrain,
995,argentina,
14450,northern mariana islands,0.0
12880,myanmar,-6.547
5602,dominican republic,3.783
21848,zambia,-0.187
10881,libya,7.877
11330,madagascar,
5217,czechoslovakia,
19958,tuvalu,0.0
11490,malaysia,
8349,guatemala,
14612,oecd (ei),640.914
2095,bangladesh,6.456
7771,germany,-67.548
15550,other non-oecd - america (eia),60.676
9819,israel,
13893,non-opec (ei),
3847,cayman islands,0.132
4028,central and south america (shift),
18358,spain,29.74
20289,ukraine,
6257,eswatini,
2950,brazil,127.904
2029,bangladesh,
19015,taiwan,
732,american samoa,0.0
5436,denmark,
16869,romania,-5.205
3987,central america (ei),11.874
16483,portugal,
5352,democratic republic of congo,-1.436
15152,opec (shift),
5950,ecuador,-3.48
14429,northern mariana islands,0.0
