"#","chart_type","chart_id","all_id","question","explanation","operation_spec","status","author_note","updated_at"
"1","line_simple","2jromeq5u9lloh1s","line_simple_2jromeq5u9lloh1s","Which years has the biggest jump?","1. Get the difference between every year
2. Get the extremum ","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Audience_Millions""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"125","line_simple","7mgydgux0ay0flv4","line_simple_7mgydgux0ay0flv4","What is the highest period of three years of average sales?","1. Find the average sales volume between -1 and +1 for each year
2. Sort the average values
3. Find the maximum average value
4. Set the period as [maximum average's year -1 ~ maximum average's year +1]","{""ops"":[{""op"":""rollingWindow"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""window"":3,""aggregate"":""avg"",""field"":""Number of units sold""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"126","line_multiple","4pi1e6ev8e0zobww","line_multiple_4pi1e6ev8e0zobww","Find the difference between the average of the first three years of the male group and the average of the last three years of the female group","1. Calculate the average of the male group population value in 2009, 2010, and 2011
2. Calculate the average of the female group population value in 2018, 2019, and 2020
3. Get the difference between two average values","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2009"",""2011""],""group"":""Male""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Population""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":""between"",""value"":[""2018"",""2020""],""group"":""Female""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Population""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","",""
"127","bar_grouped","1gb8sqnptdsdvagz","bar_grouped_1gb8sqnptdsdvagz","Find a hair removal type with a share of 10% or more in the under 30s group","1. Retrieve the share values for each hair removal type in under 30s group
2. Check whether each value exceeds 10% or not
3. Find the hair removal types that satisfy the condition","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""Under 30s""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Share of respondents"",""operator"":"">="",""value"":0.1}]}","pending","Hair removal types with share >=10% (0.1) in Under 30s -> filter group=Under 30s then filter share>=0.1.",""
"128","line_multiple","4vcdm7lwwlgdd0h1","line_multiple_4vcdm7lwwlgdd0h1","When was the year when the difference in wealth between the Senate and the House was the least?","1. Calculate the wealth differences between the Senate and the House in each year
2. Sort the differences
3. Find the maximum value and year","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Senate"",""groupB"":""House"",""seriesField"":""Chamber"",""field"":""Median_Wealth_Million_USD"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""field"":""Median_Wealth_Million_USD""}]}","pending","Q asks the least difference; explanation's 'maximum' is a typo (followed the question).",""
"129","bar_grouped","1hm2mi3o0ejxp7tn","bar_grouped_1hm2mi3o0ejxp7tn","Among untreated people, find the difference between the proportion of males and the proportion of females","1. Retrieve the share values who are currently untreated
2. Sum the male's share values among them
3. Sum the female's share values among them
4. Get the difference between male's value and female's value","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Group"",""include"":[""Hypertensive untreated"",""Normotensive untreated""]}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Share of respondents"",""group"":""Men""}],""ops3"":[{""op"":""sum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":3},""field"":""Share of respondents"",""group"":""Women""}],""ops4"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":4},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""signed"":true}]}","pending","Untreated groups (both untreated rows): sum Men's shares, sum Women's shares, then Men-Women diff. (x/series=Gender; Group=the untreated dimension.)",""
"130","bar_stacked","240rurpp2arislnt","bar_stacked_240rurpp2arislnt","Find the difference between the response with the smallest percentage in the youngest group and the response with the highest percentage in the oldest group","1. Sort the share values in 18-29 age group
2. Find the minimum value of them
3. Sort the share values in 65+ age group
4. Find the maximum value if them
5. Get the difference between youngest group's minimum value and oldest group's maximum value","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Age Group"",""operator"":""=="",""value"":""18–29""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""which"":""min"",""field"":""Share of respondents""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Age Group"",""operator"":""=="",""value"":""65+""},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""which"":""max"",""field"":""Share of respondents""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","",""
"131","bar_stacked","2a8mliwolqqo6s5u","bar_stacked_2a8mliwolqqo6s5u","In what year is the smallest difference between the market size of Asia Pacific region and the remaining three regions?","1. For each year, get the difference between Asia Pacific's market size and sum of the remaining regions' market size
2. Sort the difference values
3. Find the minimum value and year","","empty","GAP: per-year diff between one series and the SUM of the other three series, then min over years; per-key aggregate across multiple series + per-key selection; not expressible.",""
"132","bar_simple","1a6pxfig1xf4oeu3","bar_simple_1a6pxfig1xf4oeu3","Find a period with a franchise value of $200 million or less","1. Find the first year where the franchise value is less than $200 million
2. Find the last year where the franchise value is over than $200 million
3. Get the period ","","empty","GAP: answer is a PERIOD (first & last year with franchise value <=200M), i.e. a [startX,endX] span of x labels, not a measure aggregate. No op returns a period span.",""
"133","bar_simple","1ashoniy42n3n5jr","bar_simple_1ashoniy42n3n5jr","Find the difference between the average revue with 2020 and the average revue with 2020 excluded","1. Calculate the average revenue from 2013 to 2019
2. Calculate the average revenue from 2013 to 2020
3. Get the difference between them","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2013"",""2019""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Operating revenue in m million NOK""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":""between"",""value"":[""2013"",""2020""]},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Operating revenue in m million NOK""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","diff(avg with 2020 == 2013-2020, avg excluding 2020 == 2013-2019).",""
"134","line_multiple","4twwx65oath7vrkt","line_multiple_4twwx65oath7vrkt","Find the year in which the value of exports was greater than the minimum value of imports.","1. Retrieve the minimum value of imports
2. Compare the exports' value of each year and the minimum imports' value
3. Select the years when the export's value is higher than the minimum imports' value","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Trade_Type"",""include"":[""Imports""]},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""which"":""min"",""field"":""Value_Trillion_USD""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Trade_Type"",""include"":[""Exports""]},{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3"",""n2""],""sentenceIndex"":3},""field"":""Value_Trillion_USD"",""operator"":"">"",""value"":""ref:n2""}]}","pending","Years where Exports > min(Imports): series subset via filter(field=Trade_Type,include=[..]) (group= does not subset rows here), then '>' vs ref:min-imports.",""
"135","bar_grouped","1ar60b8rke2d8e64","bar_grouped_1ar60b8rke2d8e64","What year is the smallest difference between the two types?","1. Calculate the rate differences between two types for each year
2. Sort them
3. Find the minimum value","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Time Period"",""groupA"":""Average"",""groupB"":""Messaging apps"",""seriesField"":""Type"",""field"":""Retention rate"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""field"":""Retention rate""}]}","pending","Smallest |Average - Messaging apps| diff across time periods -> pairDiff(by=Time Period, abs) then findExtremum min. (Q says 'year' but the key dimension is Time Period.)",""
"136","line_simple","7w9v4fsbg5ydxsr2","line_simple_7w9v4fsbg5ydxsr2","Find the difference between the average percentage of even and odd years","1. Retrieve the even years' percentage value
2. calculate the average of them
3. Retrieve the odd years' percentage value
4. Calculate the average of them
5. Get the difference between even years' average and odd   years' average","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2010"",""2012"",""2014"",""2016"",""2018""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Percentage of gross domestic product""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""include"":[""2009"",""2011"",""2013"",""2015"",""2017""]},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Percentage of gross domestic product""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","",""
"137","bar_simple","1a09xqtrj8zms716","bar_simple_1a09xqtrj8zms716","What is the average value of top 3 malls' per sqaure foot cost?","1. Sum up the top 3 values(Sydney, Melbourne, Brisbane)
2. Divide the sum value with 3","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""City (Street)"",""target"":""Sydney (Pitt Street Mall)""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""field"":""City (Street)"",""target"":""Melbourne (Bourke Street Mall)""},{""op"":""retrieveValue"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":1},""field"":""City (Street)"",""target"":""Brisbane (Brisbane Mall)""},{""op"":""add"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1"",""n2""],""sentenceIndex"":1},""targetA"":""ref:n1"",""targetB"":""ref:n2""},{""op"":""add"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n3""],""sentenceIndex"":1},""targetA"":""ref:n4"",""targetB"":""ref:n3""}],""ops2"":[{""op"":""scale"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5""],""sentenceIndex"":2},""target"":""ref:n5"",""factor"":0.3333333333333333}]}","pending","avg of 3 named malls (Sydney/Melbourne/Brisbane). x_vals carry street suffixes; used full labels. NOTE: two Brisbane entries exist (Brisbane Mall / Queen Street Mall); picked 'Brisbane (Brisbane Mall)' (ambiguous).",""
"138","bar_simple","1bbe64wpvq06sknm","bar_simple_1bbe64wpvq06sknm","For each fiscal year, find the difference between the corresponding year value and the overall average
","1. Calculate the average value for all fiscal years
2. Get the differences between each year's value and average value","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of days in thousands""}],""ops2"":[{""op"":""diffByValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""targetValue"":""ref:n1"",""signed"":true,""field"":""Number of days in thousands""}]}","pending","for each year, value minus overall average: average -> diffByValue(per-row minus mean, signed).",""
"139","bar_grouped","16fif5hdi8yzml00","bar_grouped_16fif5hdi8yzml00","What is the difference between average of maximum payment in all states and average of minimum payment in all states?","1. sum up the maximum payment value of all states
2. Divide it with the number of states to calculate the average
3. sum up the minimum payment value of all states
4. Divide it with the number of states to calculate the average 
5. Calculate the difference between two average values","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Payment_Million_USD"",""group"":""Maximum""}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Payment_Million_USD"",""group"":""Minimum""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":true}]}","pending","avg of Maximum-payment series across states minus avg of Minimum-payment series. (sum/n over states = average.)",""
"140","line_simple","827lhm2w7n652knp","line_simple_827lhm2w7n652knp","Count all the years that change from increasing to decreasing","1. Find a difference between the neighboring years(year - previous year)
2. Check whether each year's difference value is positive or negative
3. Count the years where the difference values are negative","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of enterprises""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number of enterprises"",""operator"":""<"",""value"":0},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","increasing->decreasing turn counted as negative year-over-year differences.",""
"141","bar_simple","1bv05pu9d8jnidty","bar_simple_1bv05pu9d8jnidty","What is the average value up to before 2026?","Counts from 2020 to 2025.
Sum all the values.
divide by six.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<"",""value"":""2026""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""National debt in billion US dollars""}]}","pending","avg before 2026 == 2020-2025; 'sum then /6' == average of the six filtered.",""
"142","bar_stacked","2mi8b2r0oalayl6g","bar_stacked_2mi8b2r0oalayl6g","Which year has the smallest sum of golf wear and golf gear?","Find all the year-by-year values of the playoff teams.
Find all the annual values of all teams.
Sum the values by year.
Sort the subtracted values in ascending order.
Find the first value.","","empty","GAP: per-year sum of two series (Footjoy golf wear + Titleist golf gear) then min over years; group-by-key-aggregate-then-extremum.",""
"143","line_simple","82aqt0k0jnbj3irf","line_simple_82aqt0k0jnbj3irf","Which year is the median number of enterprises?","count the number of enterprises in each year.
Sort in ascending order.
Find the year of the fifth value.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of enterprises"",""order"":""asc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":5}]}","pending","Explanation defines the median as the 5th ascending value; followed it literally.",""
"144","bar_grouped","1jatwi94v2d8cr9u","bar_grouped_1jatwi94v2d8cr9u","What is the difference between the yearly sum of the digital market and the annual sum of the package market?","Sum all the annual values of the digital market
Sum all the annual values of the package market
Find the difference between the two values","{""ops"":[{""op"":""sum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Value in billion US dollars"",""group"":""Digital market""}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Value in billion US dollars"",""group"":""Package market""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":true}]}","pending","Sum over years of Digital market minus sum over years of Package market.",""
"145","bar_stacked","2bhsybiilde28j87","bar_stacked_2bhsybiilde28j87","What is the average percentage of non-black races that they answered very interested?","Find the values of white, hispanic, and other very interested.
Sum all these values.
Divide by three.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Race_Ethnicity"",""exclude"":[""Black""],""group"":""Very interested""}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Share_of_Respondents""}]}","pending","",""
"146","bar_simple","1bywaj7stsb3060c","bar_simple_1bywaj7stsb3060c","What is the average market share for a company with 5 or fewer letters in its name?","Look for companies with fewer than five letters.
Find all the values of those companies.
Find the average of those values.","","empty","GAP: filter predicate is on a property of the x label string ('5 or fewer letters in name') — string-length test on category labels, not a measure filter or positional slice. Not expressible.",""
"147","line_multiple","6ah60yba8o7rw0i9","line_multiple_6ah60yba8o7rw0i9","What is the difference between the maximum value of yogurt with additives and the minimum value of yogurt without additives?","Find the maximum value of yogurt with additives.
Find the minimum value of the yogurt without additives.
Find the difference between the two values.","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""field"":""Average_Price_Euros"",""group"":""Yoghurt with additives""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""which"":""min"",""field"":""Average_Price_Euros"",""group"":""Yoghurt without additives""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}]}","pending","",""
"148","line_multiple","5p6g89v7l99aes05","line_multiple_5p6g89v7l99aes05","What year has the biggest difference between playoff teams and all teams?","Obtain all year-by-year values of playoff teams.
Obtain all the yearly values of all teams.
Subtract values by year.
Sort the subtracted values in descending order.
Find the first value.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Playoff teams"",""groupB"":""All teams"",""seriesField"":""Team_Group"",""field"":""Average_Payroll_Million_USD"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Average_Payroll_Million_USD""}]}","pending","",""
"149","bar_simple","1ce802l2rdg98d7d","bar_simple_1ce802l2rdg98d7d","Which party has the third most respondents?","sort the number of respondents by party in descending order.
Find the third party.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Share of respondents"",""order"":""desc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":3}]}","pending","3rd most: sort(desc)+nth(3).",""
"150","bar_grouped","1hokbw2gmzar9ye8","bar_grouped_1hokbw2gmzar9ye8","What's the difference between women over 60 and men under 40?","Find the percentage of women over 60 years old.
Find and add percentage values for men under 40.
Subtract two values.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Group"",""include"":[""Women""]},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""60 years and over"",""field"":""Percentage of adults""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Group"",""include"":[""Men""]},{""op"":""retrieveValue"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""target"":""18 to 39 years"",""field"":""Percentage of adults""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","Women '60 years and over' minus Men '18 to 39 years' (under-40 = the 18-39 bucket). x=Age Group (the labels), Group series picks Women/Men. Unsigned diff per 'subtract two values'.",""
"151","line_multiple","5wpw8detqynmqv1s","line_multiple_5wpw8detqynmqv1s","What is the difference between the maximum value for female victims and the minimum value for male victims?","Find the maximum value for the female victims.
Find the minimum value for male victims.
Find the difference between the two values.","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""field"":""Number_of_Victims"",""group"":""Female""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""which"":""min"",""field"":""Number_of_Victims"",""group"":""Male""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}]}","pending","",""
"152","line_simple","8e9wp443ff1i6snq","line_simple_8e9wp443ff1i6snq","Which year has the biggest difference in value from the following year?","Find the values for each year.
Find the difference between the values for each of the following years.
Sort the values obtained in descending order.
Find the first value.","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of enterprises"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"153","bar_stacked","2n0g3tsz1rsz6fgr","bar_stacked_2n0g3tsz1rsz6fgr","What is the largest average value in the industry when you get the average value for each of the five consecutive years?","Find values for each year in the industry.
Find the average value in five-year increments from 2010.
sort in descending order.
Find the first value.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""Industry""}],""ops2"":[{""op"":""rollingWindow"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""window"":5,""aggregate"":""avg"",""field"":""Share of total employment"",""orderField"":""Year""}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max""}]}","pending","",""
"154","line_simple","8chfa8n079zpfigi","line_simple_8chfa8n079zpfigi","How many years correspond to a value between 20 and 30?","Find all the values for each year.
count the number of values between 20 and 30.
","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of enterprises"",""operator"":"">="",""value"":20},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Number of enterprises"",""operator"":""<="",""value"":30}],""ops2"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","'between 20 and 30' = measure value range -> two comparison filters (AND).",""
"155","bar_grouped","1j7gx35h6i9mpi6j","bar_grouped_1j7gx35h6i9mpi6j","What is the difference between the proportion of respondents who value beauty products and the proportion of respondents who value books?","Find the proportion of respondents who value beauty products.
Find the percentage of respondents who value books.
Subtract two values.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Item"",""include"":[""Beauty products""]},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""Much more important/A little more important"",""field"":""Share of respondents""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Item"",""include"":[""Books""]},{""op"":""retrieveValue"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""target"":""Much more important/A little more important"",""field"":""Share of respondents""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","Proportion who value (rate 'more important') beauty products minus that for books. Item picks the bar; Response='Much more important/A little more important' = the 'value it' bucket. Unsigned diff.",""
"156","bar_stacked","2yech0pea1xihind","bar_stacked_2yech0pea1xihind","What is the sum of percentage using META's platform as a separate times a day?","Count 'several times a day' of the meta platform
Sum all the values","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Platform"",""include"":[""Facebook"",""Instagram""],""group"":""Several times a day""}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Percentage""}]}","pending","META platforms = Facebook + Instagram; sum their 'Several times a day' shares.",""
