Unnamed__0,population,country,year
4063,,central and south america (shift),1963
8796,9626845.0,honduras,2017
6823,,europe (shift),1957
741,54871.0,american samoa,2010
16659,21421.0,qatar,1939
1609,18410254.0,australia,1997
3526,16207746.0,cambodia,2019
20958,3077764.0,uruguay,1988
2018,28188438.0,bangladesh,1915
15812,2502048.0,panama,1991
11138,2110223537.0,lower-middle-income countries,1992
17007,6115.0,saint helena,1999
1517,3996273.0,australia,1905
17861,13043843.0,south africa,1950
13313,1136447.0,new zealand,1915
7,,asean (ember),2007
14892,,oecd - europe (eia),1999
17878,20410682.0,south africa,1967
7520,382965.0,gabon,1935
8555,747124.0,guyana,1990
21375,,wake island (shift),1994
21934,2519116.0,zimbabwe,1945
16207,33715464.0,peru,2021
9021,,ieo - africa (eia),2019
6298,337268.0,eswatini,1959
1803,7261150.0,azerbaijan,1988
5759,,east germany (eia),1986
12770,31178242.0,mozambique,2020
17497,66879.0,seychelles,1983
9529,84505080.0,iran,2017
755,3064493.0,angola,1902
18902,2276885.0,syria,1919
21817,2318453.0,zambia,1950
5094,1000355.0,cyprus,2003
3077,81067.0,brunei,1959
21670,30790514.0,yemen,2018
21120,5004165.0,venezuela,1947
4982,5667544.0,cuba,1948
11478,5454871.0,malaysia,1945
7183,4690582.0,finland,1974
13534,4797069.0,niger,1971
17875,18603100.0,south africa,1964
551,3171727.0,albania,1985
5107,1197889.0,cyprus,2016
8674,606463893.0,high-income countries,1938
14760,,oecd (shift),1946
4782,1531131.0,cote d'ivoire,1903
17982,108094989.0,south america,1948
11446,2851375.0,malaysia,1913
7743,74194424.0,germany,1962
8063,10727928.0,greece,1995
9464,17614458.0,iran,1952
1698,6493353.0,austria,1921
19350,34787584.0,thailand,1969
15632,,other non-oecd - europe and eurasia (eia),2001
16291,50938528.0,philippines,1982
21236,19114980.0,vietnam,1940
7432,291796.0,french polynesia,2015
21095,3313541.0,venezuela,1922
12774,9772217.0,myanmar,1902
8267,401452.0,guadeloupe,1992
21824,2842810.0,zambia,1957
3848,56884.0,cayman islands,2012
4045,,central and south america (shift),1945
20428,1468701.0,united arab emirates,1986
14548,4085778.0,norway,1980
793,3752594.0,angola,1940
21446,,western africa (ei),2002
13436,4721932.0,nicaragua,1995
10885,3672853.0,lithuania,1985
15476,708057.0,oman,1972
1836,10312992.0,azerbaijan,2021
6404,,eurasia (eia),1981
19408,3232246.0,togo,1984
17747,429986.0,solomon islands,2000
4909,4659937.0,croatia,1998
11548,31068834.0,malaysia,2015
13441,5123223.0,nicaragua,2000
14633,,oecd (ei),2007
1722,6827667.0,austria,1945
18645,5390772.0,sweden,1908
9165,372903.0,iceland,2022
1608,18211850.0,australia,1996
4584,544024.0,congo,1913
7888,13342483.0,ghana,1984
13373,3095434.0,new zealand,1975
12390,766988.0,mongolia,1946
17308,2463546.0,saudi arabia,1926
7748,77173552.0,germany,1967
5686,,eu28 (shift),1950
14992,,opec (ei),2000
14795,,oecd (shift),1981
3616,10433912.0,cameroon,1987
5159,10464750.0,czechia,2010
2532,63833.0,bermuda,2019
15283,8301231.0,oceania,1925
12249,,middle east (shift),1953
13288,271315.0,new caledonia,2012
13760,,non-oecd (ei),1975
2084,86154832.0,bangladesh,1981
10253,15521921.0,kazakhstan,2004
8680,635078196.0,high-income countries,1944
11768,969806.0,mauritius,1981
2445,367327.0,belize,2016
3664,7463921.0,canada,1913
9282,1338636288.0,india,2016
7539,485704.0,gabon,1954
21306,87411016.0,vietnam,2010
13090,30034988.0,nepal,2021
12832,21720702.0,myanmar,1960
4533,365671.0,comoros,1984
4180,4044201.0,chile,1920
5228,13230000.0,czechoslovakia,1956
12389,765623.0,mongolia,1945
3934,4798739.0,central african republic,2014
21177,26226930.0,venezuela,2004
20353,52625.0,united arab emirates,1911
14021,321049543.0,north america,1971
14636,,oecd (ei),2010
16802,12186478.0,romania,1917
13661,64658312.0,nigeria,1976
3786,381957.0,cape verde,1992
7672,3774232.0,georgia,2014
4158,17179744.0,chad,2021
17496,66453.0,seychelles,1982
5702,,eu28 (shift),1966
6798,,europe (shift),1932
17203,166533.0,samoa,1985
17047,43681.0,saint kitts and nevis,1997
16644,18869.0,qatar,1924
5434,4140745.0,denmark,1947
4781,1523307.0,cote d'ivoire,1902
14221,,north america (shift),1967
3329,1478340.0,burundi,1923
15601,,other non-oecd - asia (eia),2012
9180,297338132.0,india,1914
18695,7403293.0,sweden,1958
2167,195210.0,barbados,1941
7659,4144485.0,georgia,2001
7502,322817.0,gabon,1917
7667,3855203.0,georgia,2009
8048,9307159.0,greece,1980
5186,,czechoslovakia,1914
5193,13010000.0,czechoslovakia,1921
7573,930473.0,gabon,1988
16046,,persian gulf (shift),1977
20730,,united states pacific islands (shift),1999
8651,504199525.0,high-income countries,1915
15742,111670392.0,pakistan,1989
10243,16747153.0,kazakhstan,1994
8916,9837654.0,hungary,1957
18833,6307365.0,switzerland,1973
11746,2761830.0,mauritania,2001
12578,9188598.0,morocco,1951
19198,6263774.0,tanzania,1939
14831,,oecd - asia and oceania (eia),1980
21367,,wake island (shift),1986
16495,7651628.0,portugal,1940
19594,1376932.0,trinidad and tobago,2006
21139,10010689.0,venezuela,1966
13688,133119808.0,nigeria,2003
21231,18215838.0,vietnam,1935
13558,9813920.0,niger,1995
3440,,cis (ei),1976
17468,7620925.0,serbia,2011
12349,707829.0,mongolia,1905
1406,,asia and oceania (shift),1911
10392,107072.0,kuwait,1912
14225,,north america (shift),1971
21677,,yugoslavia,1902
18769,3676239.0,switzerland,1909
11705,425469.0,martinique,2002
8031,8541794.0,greece,1963
19889,5968388.0,turkmenistan,2017
10372,1759122.0,kosovo,2015
14144,,north america (ember),2013
4828,2669371.0,cote d'ivoire,1949
9032,,ieo - middle east (eia),1988
6353,1125872.0,eswatini,2014
4855,7142694.0,cote d'ivoire,1976
10648,3745410.0,lebanon,1992
9918,36358965.0,italy,1914
11211,479877.0,luxembourg,2007
12500,8365.0,montserrat,1995
15947,,persian gulf (eia),2000
2469,6584179.0,benin,1998
21564,2746072064.0,world,1955
14880,,oecd - europe (eia),1987
6570,436109583.0,europe,1908
18277,,south and central america (ei),2009
16237,11022388.0,philippines,1928
16007,,persian gulf (shift),1938
3013,30084.0,british virgin islands,2017
17216,180392.0,samoa,1998
16514,8849594.0,portugal,1959
18667,6141408.0,sweden,1930
16122,6038837.0,peru,1936
5133,10299713.0,czechia,1984
13604,22657217.0,nigeria,1919
16129,6778629.0,peru,1943
20790,101923.0,united states virgin islands,1985
17291,2179364.0,saudi arabia,1909
15189,,opec - africa (eia),1995
16127,6553250.0,peru,1941
9691,2888461.0,ireland,1933
6836,,europe (shift),1970
7633,1660377.0,gambia,2005
13822,,non-oecd (eia),1994
4659,2253337.0,congo,1988
15608,,other non-oecd - asia (eia),2019
8564,758021.0,guyana,1999
6932,327730695.0,european union (27),1949
14578,4889747.0,norway,2010
15496,1985234.0,oman,1992
6339,1030504.0,eswatini,2000
1031,24223380.0,argentina,1971
21627,7683789824.0,world,2018
1279,,asia & oceania (eia),1987
16385,26168166.0,poland,1953
14375,23948936.0,north korea,2004
6804,,europe (shift),1938
3287,13030600.0,burkina faso,2003
10042,2509369.0,jamaica,1995
6771,,europe (shift),1905
968,6307441.0,argentina,1908
19744,14683987.0,turkey,1910
4959,3483522.0,cuba,1925
7618,1040625.0,gambia,1990
4632,1083432.0,congo,1961
11205,441254.0,luxembourg,2001
5432,4051891.0,denmark,1945
11333,5630035.0,madagascar,1964
16701,294901.0,qatar,1981
20004,,u.s. pacific islands (eia),2005
12293,,middle east (shift),1997
5902,4751510.0,ecuador,1961
8019,7766347.0,greece,1951
893,,antarctica,1997
16800,12091668.0,romania,1915
8367,1807167.0,guatemala,1928
20297,48301548.0,ukraine,1973
4056,,central and south america (shift),1956
9023,,ieo - africa (eia),2021
816,5599831.0,angola,1963
15361,32756845.0,oceania,2003
2848,2401848.0,botswana,2017
17339,3802028.0,saudi arabia,1957
8819,5252129.0,hong kong,1983
19735,14053897.0,turkey,1901
6017,22659266.0,egypt,1953
15691,30163206.0,pakistan,1938
20080,,ussr,1919
17620,4663262.0,singapore,2007
16931,143086544.0,russia,2008
1867,368064.0,bahamas,2009
9827,1098217.0,israel,1946
46,9374030.0,afghanistan,1923
6734,,europe (ei),2014
21080,2922603.0,venezuela,1907
17375,17846472.0,saudi arabia,1993
15703,37696264.0,pakistan,1950
1707,6679644.0,austria,1930
7509,333895.0,gabon,1924
20166,,ussr,2005
6841,,europe (shift),1975
11345,7955196.0,madagascar,1976
8695,747296445.0,high-income countries,1959
4268,16661463.0,chile,2008
17410,6520707.0,senegal,1985
8727,1007966262.0,high-income countries,1991
919,65092.0,antigua and barbuda,1981
3815,587936.0,cape verde,2021
6250,129731.0,eswatini,1911
12960,10719.0,nauru,2013
15593,,other non-oecd - asia (eia),2004
582,2881064.0,albania,2016
2664,6661432.0,bolivia,1987
6553,,eurasia (shift),2008
8028,8495419.0,greece,1960
11942,,"mexico, chile, and other oecd americas (eia)",1990
1981,730263.0,bahrain,2001
11044,698782037.0,low-income countries,2021
21111,3998745.0,venezuela,1938
15258,5936615.0,oceania,1900
16890,21092264.0,romania,2005
18494,27570326.0,sudan,2002
19944,8683.0,tuvalu,1987
4090,,central and south america (shift),1990
5413,3424029.0,denmark,1926
9179,297091925.0,india,1913
16001,,persian gulf (shift),1932
17453,7993447.0,serbia,1996
17924,53873608.0,south africa,2013
20081,154600000.0,ussr,1920
4271,17173568.0,chile,2011
2132,181018.0,barbados,1906
271,,africa (ei),1968
13515,2749574.0,niger,1952
4945,2344667.0,cuba,1911
9261,964279104.0,india,1995
11435,2210550.0,malaysia,1902
13653,53210124.0,nigeria,1968
7382,213318.0,french guiana,2007
20230,24826905.0,ukraine,1906
19249,26206024.0,tanzania,1990
11521,16524616.0,malaysia,1988
19428,5565213.0,togo,2004
8574,751265.0,guyana,2009
3464,,cis (ei),2000
13509,2378553.0,niger,1946
5846,1561601.0,ecuador,1905
20144,272900000.0,ussr,1983
6796,,europe (shift),1930
4167,3437240.0,chile,1907
6369,44511536.0,ethiopia,1988
11649,361913.0,malta,1989
16690,118019.0,qatar,1970
2270,9825990.0,belarus,2007
930,64676.0,antigua and barbuda,1992
20988,3427044.0,uruguay,2018
11525,18526708.0,malaysia,1992
3364,2643156.0,burundi,1958
9392,223080128.0,indonesia,2003
7653,4877682.0,georgia,1995
1674,,australia and new zealand (eia),2019
8927,10244346.0,hungary,1968
8088,10512232.0,greece,2020
10662,4719874.0,lebanon,2006
961,4855502.0,argentina,1901
13687,129583032.0,nigeria,2002
21169,22572114.0,venezuela,1996
4138,8538806.0,chad,2001
3694,12042086.0,canada,1943
8264,385871.0,guadeloupe,1989
15154,,opec (shift),1997
1551,6887821.0,australia,1939
7451,,g20 (ember),2012
5248,14880000.0,czechoslovakia,1976
9017,,ieo - africa (eia),2015
1418,,asia and oceania (shift),1923
16413,35851104.0,poland,1981
2086,91045480.0,bangladesh,1983
11509,11910081.0,malaysia,1976
2395,10801357.0,belgium,2009
21648,16614329.0,yemen,1996
1444,,asia and oceania (shift),1949
16116,5483224.0,peru,1930
4486,26176206.0,colombia,1980
13907,,non-opec (ei),2022
7870,8019660.0,ghana,1966
934,69817.0,antigua and barbuda,1996
5800,,eastern africa (ei),1982
3474,,cis (ei),2010
1428,,asia and oceania (shift),1933
13718,2560.0,niue,1990
6131,296959.0,equatorial guinea,1981
20993,18063210.0,uzbekistan,1985
21862,8684139.0,zambia,1995
6545,,eurasia (shift),2000
14834,,oecd - asia and oceania (eia),1983
21187,30193260.0,venezuela,2014
17040,40663.0,saint kitts and nevis,1990
3362,2544266.0,burundi,1956
9499,50541504.0,iran,1987
21189,30741464.0,venezuela,2016
6701,,europe (ei),1981
19831,61277420.0,turkey,1997
9069,,ieo oecd - europe (eia),1983
12926,2530150.0,namibia,2021
10119,84353056.0,japan,1950
6907,289494728.0,european union (27),1924
1675,,australia and new zealand (eia),2020
5850,1657178.0,ecuador,1909
20027,,u.s. territories (eia),1986
21855,7294325.0,zambia,1988
11664,408805.0,malta,2004
1544,6480541.0,australia,1932
9741,3472904.0,ireland,1983
15603,,other non-oecd - asia (eia),2014
1556,7396847.0,australia,1944
12354,719186.0,mongolia,1910
6163,1243947.0,equatorial guinea,2013
19688,6092776.0,tunisia,1977
15365,35044174.0,oceania,2007
12476,634301.0,montenegro,2014
8195,56888.0,greenland,2004
8976,9788940.0,hungary,2017
3529,3216679.0,cameroon,1900
9053,,ieo - middle east (eia),2009
2653,5244361.0,bolivia,1976
21340,,wake island (eia),2001
21017,28167840.0,uzbekistan,2009
6724,,europe (ei),2004
12364,732268.0,mongolia,1920
20076,,ussr,1915
11418,13495463.0,malawi,2007
10965,103569799.0,low-income countries,1942
13063,21794756.0,nepal,1994
7809,2830640.0,ghana,1905
4027,,central and south america (shift),1927
3137,438058.0,brunei,2019
1823,8999697.0,azerbaijan,2008
17636,4363517.0,slovakia,1965
10671,6398941.0,lebanon,2015
13528,4053531.0,niger,1965
2769,327348.0,botswana,1938
6440,,eurasia (eia),2017
13787,,non-oecd (ei),2002
12406,1045316.0,mongolia,1962
14784,,oecd (shift),1970
1537,5800229.0,australia,1925
17397,32749838.0,saudi arabia,2015
2954,178211888.0,brazil,2001
18334,26431030.0,spain,1943
17279,214612.0,sao tome and principe,2019
13589,19412612.0,nigeria,1904
9856,3388093.0,israel,1975
4412,4548777.0,colombia,1906
7670,3804358.0,georgia,2012
9940,42229584.0,italy,1936
2032,29765580.0,bangladesh,1929
10396,110895.0,kuwait,1916
21660,23329008.0,yemen,2008
2917,82262800.0,brazil,1964
10677,5592626.0,lebanon,2021
5384,89906896.0,democratic republic of congo,2019
8650,501704009.0,high-income countries,1914
21497,413307.0,western sahara,2010
14844,,oecd - asia and oceania (eia),1993
20639,150598448.0,united states,1951
12716,7689640.0,mozambique,1966
275,,africa (ei),1972
19177,4757711.0,tanzania,1918
19897,8377.0,turks and caicos islands,1982
3497,8910806.0,cambodia,1990
8627,11306804.0,haiti,2020
1833,10152524.0,azerbaijan,2018
87,9355510.0,afghanistan,1964
2008,27396914.0,bangladesh,1905
20370,60864.0,united arab emirates,1928
19109,22593682.0,taiwan,2003
5379,76035592.0,democratic republic of congo,2014
19378,60989104.0,thailand,1997
6989,434045309.0,european union (27),2006
3911,2898059.0,central african republic,1991
14711,,oecd (ember),2020
15803,2050251.0,panama,1982
10510,4878916.0,kyrgyzstan,1999
6039,38775584.0,egypt,1975
21303,84762272.0,vietnam,2007
9553,3342491.0,iraq,1918
20775,,united states territories (shift),2007
13984,169456951.0,north america,1934
6130,282517.0,equatorial guinea,1980
7355,66849.0,french guiana,1980
21714,16300000.0,yugoslavia,1939
11091,761312523.0,lower-middle-income countries,1945
12982,5389297.0,nepal,1913
5569,69096.0,dominica,1997
18132,35930700.0,south korea,1975
9294,40574022.0,indonesia,1905
11433,2094024.0,malaysia,1900
4085,,central and south america (shift),1985
11124,1514934199.0,lower-middle-income countries,1978
3767,36113532.0,canada,2016
2377,9987072.0,belgium,1991
9177,296313651.0,india,1911
5772,1112985.0,east timor,2011
2832,1761940.0,botswana,2001
5636,,eu28 (shift),1900
15199,,opec - africa (eia),2005
9050,,ieo - middle east (eia),2006
1529,4967579.0,australia,1917
20141,265900000.0,ussr,1980
2047,37555929.0,bangladesh,1944
19913,17266.0,turks and caicos islands,1998
15046,,opec (eia),2011
4481,23403732.0,colombia,1975
7614,888988.0,gambia,1986
6839,,europe (shift),1973
5775,1184842.0,east timor,2014
5458,4951490.0,denmark,1971
144,40099460.0,afghanistan,2021
17667,5358288.0,slovakia,1996
6528,,eurasia (shift),1983
15786,3717882.0,palestine,2007
14363,21439992.0,north korea,1992
14054,509273976.0,north america,2004
3268,7751478.0,burkina faso,1984
18403,46756084.0,spain,2012
8524,1257390.0,guinea-bissau,2001
10559,5946597.0,laos,2006
20692,293947872.0,united states,2004
1745,7413813.0,austria,1968
6030,31613136.0,egypt,1966
5202,13960000.0,czechoslovakia,1930
3655,5976663.0,canada,1904
15190,,opec - africa (eia),1996
3772,38155012.0,canada,2021
1314,,asia (ember),2000
21592,4691884032.0,world,1983
3274,9131362.0,burkina faso,1990
13689,136756848.0,nigeria,2004
12222,,middle east (shift),1926
8414,6201738.0,guatemala,1975
2231,269489.0,barbados,2005
20858,761256523.0,upper-middle-income countries,1931
16513,8799094.0,portugal,1958
21620,7073125376.0,world,2011
3295,16602652.0,burkina faso,2011
10130,95355464.0,japan,1961
4449,9938765.0,colombia,1943
12071,,middle africa (ei),2020
7851,4774678.0,ghana,1947
15832,3688679.0,panama,2011
13675,95214256.0,nigeria,1990
13291,283041.0,new caledonia,2015
276,,africa (ei),1973
8551,768519.0,guyana,1986
10596,,latin america and caribbean (ember),2021
1475,,asia and oceania (shift),1980
3774,317249.0,cape verde,1980
17543,3947870.0,sierra leone,1987
17606,3334134.0,singapore,1993
10644,3457153.0,lebanon,1988
9735,3254661.0,ireland,1977
1973,573762.0,bahrain,1993
17625,5381003.0,singapore,2012
17782,6620734.0,somalia,1993
5505,5766689.0,denmark,2018
11859,27600140.0,mexico,1950
12183,,middle east (ember),2009
1469,,asia and oceania (shift),1974
3882,,central & south america (eia),2004
20284,42767252.0,ukraine,1960
6041,40577356.0,egypt,1977
341,,africa (ember),2015
20534,55420524.0,united kingdom,1969
20037,,u.s. territories (eia),1996
10137,102819280.0,japan,1968
6748,,europe (ember),2005
1896,102973.0,bahrain,1916
12359,725944.0,mongolia,1915
12924,2446648.0,namibia,2019
4604,632326.0,congo,1933
11385,25501944.0,madagascar,2016
4779,1505099.0,cote d'ivoire,1900
2831,1726992.0,botswana,2000
14161,,north america (shift),1907
10869,6097177.0,libya,2007
16314,86261248.0,philippines,2005
1113,64570.0,aruba,1986
13194,16127574.0,netherlands,2003
7551,555755.0,gabon,1966
8957,10260965.0,hungary,1998
11511,12543894.0,malaysia,1978
10745,3266326.0,liberia,2005
17256,135423.0,sao tome and principe,1996
1271,4721383370.0,asia,2022
2421,190312.0,belize,1992
14779,,oecd (shift),1965
6162,1193641.0,equatorial guinea,2012
19016,3228010.0,taiwan,1910
3429,,cis (ei),1965
8756,1218093003.0,high-income countries,2020
1623,22357032.0,australia,2011
4178,3946949.0,chile,1918
4141,9613509.0,chad,2004
12866,42337112.0,myanmar,1994
241,742765067.0,africa,1996
5616,8795104.0,dominican republic,2002
18248,,south and central america (ei),1980
20767,,united states territories (shift),1999
15193,,opec - africa (eia),1999
5230,13470000.0,czechoslovakia,1958
10880,6477791.0,libya,2018
19387,66319528.0,thailand,2006
20336,44657260.0,ukraine,2017
20360,55929.0,united arab emirates,1918
9809,553123.0,israel,1928
21440,,western africa (ei),1996
8161,45457.0,greenland,1970
19068,11779060.0,taiwan,1962
5588,70098.0,dominica,2016
1840,232184.0,bahamas,1982
402,,africa (shift),1953
5403,3097742.0,denmark,1916
15696,33046199.0,pakistan,1943
12484,627082.0,montenegro,2022
16282,40406232.0,philippines,1973
19268,43957940.0,tanzania,2009
6406,,eurasia (eia),1983
9085,,ieo oecd - europe (eia),1999
20197,20680834.0,uganda,1995
20960,3117011.0,uruguay,1990
3126,384579.0,brunei,2008
19346,30940276.0,thailand,1965
17414,7321837.0,senegal,1989
15988,,persian gulf (shift),1919
11550,31975812.0,malaysia,2017
20,,asean (ember),2020
20628,129417367.0,united states,1940
13154,11958417.0,netherlands,1963
5375,66391260.0,democratic republic of congo,2010
13031,10570725.0,nepal,1962
18276,,south and central america (ei),2008
20824,100837.0,united states virgin islands,2019
17950,56826365.0,south america,1916
6245,119782.0,eswatini,1906
9431,9441677.0,iran,1919
20686,275835008.0,united states,1998
815,5521405.0,angola,1962
20291,46235376.0,ukraine,1967
21814,2186156.0,zambia,1947
10380,98794.0,kuwait,1900
7895,15843473.0,ghana,1991
943,79879.0,antigua and barbuda,2005
13954,110417960.0,north america,1904
22001,13265331.0,zimbabwe,2012
10429,148537.0,kuwait,1949
16900,19906078.0,romania,2015
3813,577037.0,cape verde,2019
16927,144353648.0,russia,2004
483,923923.0,albania,1917
7460,,g20 (ember),2021
212,338159967.0,africa,1967
12407,1075886.0,mongolia,1963
8490,10021319.0,guinea,2009
336,,africa (ember),2010
10683,1616700.0,lesotho,1985
15302,10954585.0,oceania,1944
21795,1629646.0,zambia,1928
13332,1545009.0,new zealand,1934
15615,,other non-oecd - europe and eurasia (eia),1984
16979,11101352.0,rwanda,2013
670,20000098.0,algeria,1982
18898,2152230.0,syria,1915
21942,3067904.0,zimbabwe,1953
2124,169356240.0,bangladesh,2021
10475,1655228.0,kuwait,1995
42,9976355.0,afghanistan,1919
3375,3424431.0,burundi,1969
5476,5133937.0,denmark,1989
3649,26491090.0,cameroon,2020
3174,6133503.0,bulgaria,1933
8594,6508351.0,haiti,1987
9088,,ieo oecd - europe (eia),2002
6657,728163234.0,europe,1995
9919,36431783.0,italy,1915
16037,,persian gulf (shift),1968
7339,61329380.0,france,2007
8374,2057031.0,guatemala,1935
15388,,oceania (ember),2007
8527,1347012.0,guinea-bissau,2004
21763,22540000.0,yugoslavia,1988
21757,21880000.0,yugoslavia,1982
2855,18869255.0,brazil,1902
17735,305141.0,solomon islands,1988
6706,,europe (ei),1986
8433,10094917.0,guatemala,1994
17140,6105.0,saint pierre and miquelon,2006
578,2892191.0,albania,2012
8377,2195342.0,guatemala,1938
21959,5202923.0,zimbabwe,1970
20243,28006323.0,ukraine,1919
15261,6089639.0,oceania,1903
1080,45036032.0,argentina,2020
16941,145652288.0,russia,2018
13326,1435807.0,new zealand,1928
19165,4841554.0,tanzania,1906
15718,51841628.0,pakistan,1965
3782,353237.0,cape verde,1988
9699,2909818.0,ireland,1941
19736,14135582.0,turkey,1902
31,5169536.0,afghanistan,1908
20028,,u.s. territories (eia),1987
9095,,ieo oecd - europe (eia),2009
20135,252100000.0,ussr,1974
3807,539949.0,cape verde,2013
14805,,oecd (shift),1991
20022,,u.s. territories (eia),1981
8801,3602032.0,hong kong,1965
11075,639833453.0,lower-middle-income countries,1929
3707,16167046.0,canada,1956
20046,,u.s. territories (eia),2005
20806,108019.0,united states virgin islands,2001
18142,41232700.0,south korea,1985
19336,23173968.0,thailand,1955
9070,,ieo oecd - europe (eia),1984
7000,443746907.0,european union (27),2017
8461,4972611.0,guinea,1980
18650,5584898.0,sweden,1913
13925,,non-opec (eia),1997
15348,26744211.0,oceania,1990
2548,520840.0,bhutan,1993
296,,africa (ei),1993
11113,1171564606.0,lower-middle-income countries,1967
11410,10973953.0,malawi,1999
10814,1157712.0,libya,1952
16331,115559008.0,philippines,2022
15122,,opec (shift),1965
21065,269942.0,vanuatu,2014
17597,2624375.0,singapore,1984
2416,170995.0,belize,1987
13720,2483.0,niue,1992
21502,491837.0,western sahara,2015
20256,31537652.0,ukraine,1932
489,956775.0,albania,1923
6838,,europe (shift),1972
10065,2811842.0,jamaica,2018
14137,,north america (ember),2006
12679,4246147.0,mozambique,1929
7647,2508882.0,gambia,2019
8422,7512051.0,guatemala,1983
9807,525520.0,israel,1926
8557,744999.0,guyana,1992
9415,10428677.0,iran,1903
19183,5050780.0,tanzania,1924
7141,772713.0,fiji,1989
2077,72947808.0,bangladesh,1974
12980,5393386.0,nepal,1911
2805,691577.0,botswana,1974
15537,,other non-oecd - america (eia),1990
2182,228628.0,barbados,1956
13497,1989205.0,niger,1934
12605,18679864.0,morocco,1978
316,,africa (ei),2013
8534,1609025.0,guinea-bissau,2011
9445,13500586.0,iran,1933
7661,4017826.0,georgia,2003
5521,628528.0,djibouti,1991
1217,2042761361.0,asia,1968
6814,,europe (shift),1948
20605,99550208.0,united states,1917
15636,,other non-oecd - europe and eurasia (eia),2005
15823,3120993.0,panama,2002
3950,,central america (ei),1973
19568,1127853.0,trinidad and tobago,1980
11097,806659258.0,lower-middle-income countries,1951
5320,13638430.0,democratic republic of congo,1955
6731,,europe (ei),2011
16792,11592210.0,romania,1907
14049,479976626.0,north america,1999
17583,2061833.0,singapore,1970
2461,5133429.0,benin,1990
9411,275501344.0,indonesia,2022
21272,48163580.0,vietnam,1976
18126,31912022.0,south korea,1969
15654,18349144.0,pakistan,1901
14957,,opec (ei),1965
17986,119808344.0,south america,1952
9082,,ieo oecd - europe (eia),1996
9353,98675064.0,indonesia,1964
4615,748604.0,congo,1944
5215,14540000.0,czechoslovakia,1943
6393,94451280.0,ethiopia,2012
19338,24462196.0,thailand,1957
6746,,europe (ember),2003
18663,6040280.0,sweden,1926
6312,480673.0,eswatini,1973
18452,19303182.0,sri lanka,2003
11832,15081445.0,mexico,1923
3218,8935448.0,bulgaria,1977
4203,5802513.0,chile,1943
21995,12330490.0,zimbabwe,2006
13922,,non-opec (eia),1994
18427,14414817.0,sri lanka,1978
1482,,asia and oceania (shift),1987
20982,3371134.0,uruguay,2012
12993,5353342.0,nepal,1924
1022,21020364.0,argentina,1962
1863,347815.0,bahamas,2005
11532,22368652.0,malaysia,1999
6995,441481855.0,european union (27),2012
13168,13855560.0,netherlands,1977
11193,376960.0,luxembourg,1989
4576,580436.0,congo,1905
1235,2968294733.0,asia,1986
11294,2661919.0,madagascar,1925
6882,,europe (shift),2016
14499,2837007.0,norway,1931
15112,,opec (shift),1955
7093,44691.0,faroe islands,1983
4014,,central and south america (shift),1914
5777,1224568.0,east timor,2016
1898,111150.0,bahrain,1918
14455,57073.0,northern mariana islands,2009
1061,37480492.0,argentina,2001
14198,,north america (shift),1944
18638,5157047.0,sweden,1901
13452,5942554.0,nicaragua,2011
623,7101299.0,algeria,1935
672,21393532.0,algeria,1984
4021,,central and south america (shift),1921
1190,1297916592.0,asia,1941
3057,41121.0,brunei,1939
9739,3424834.0,ireland,1981
9099,,ieo oecd - europe (eia),2013
9567,3979174.0,iraq,1932
6320,616213.0,eswatini,1981
21520,1778784032.0,world,1911
20668,223140016.0,united states,1980
17863,13622914.0,south africa,1952
17689,5446746.0,slovakia,2018
6566,420997949.0,europe,1904
1742,7269892.0,austria,1965
16087,3697583.0,peru,1901
12510,4717.0,montserrat,2005
11513,13215709.0,malaysia,1980
16757,713176.0,reunion,1994
10359,1846788.0,kosovo,2002
11324,4467594.0,madagascar,1955
2623,3020725.0,bolivia,1946
13087,28506718.0,nepal,2018
10490,2943364.0,kuwait,2010
13795,,non-oecd (ei),2010
7989,5825284.0,greece,1921
11840,16958527.0,mexico,1931
17790,9070751.0,somalia,2001
17849,10322389.0,south africa,1938
14207,,north america (shift),1953
6818,,europe (shift),1952
5707,,eu28 (shift),1971
8882,8123785.0,hungary,1923
6304,388327.0,eswatini,1965
4567,776322.0,comoros,2018
516,1252587.0,albania,1950
10071,45413962.0,japan,1902
13849,,non-oecd (eia),2021
15373,40403644.0,oceania,2015
2711,4183758.0,bosnia and herzegovina,2003
3250,7634737.0,bulgaria,2009
9322,55772671.0,indonesia,1933
11817,14326467.0,mexico,1908
2420,186478.0,belize,1991
4772,4945205.0,costa rica,2016
21956,4734700.0,zimbabwe,1967
16222,8242677.0,philippines,1913
12657,4000383.0,mozambique,1907
12820,17173011.0,myanmar,1948
8655,514817048.0,high-income countries,1919
9610,11617631.0,iraq,1975
4092,,central and south america (shift),1992
15463,527035.0,oman,1959
16484,6696146.0,portugal,1929
5081,788501.0,cyprus,1990
1505,,asia and oceania (shift),2010
11190,368179.0,luxembourg,1986
11722,372254.0,martinique,2019
21348,,wake island (eia),2009
2575,772512.0,bhutan,2020
16188,27334510.0,peru,2002
10492,3394668.0,kuwait,2012
17958,66531037.0,south america,1924
21052,197043.0,vanuatu,2001
20102,,ussr,1941
15259,5921693.0,oceania,1901
5437,4267702.0,denmark,1950
6213,1421491.0,estonia,1997
5419,3603628.0,denmark,1932
9330,62820886.0,indonesia,1941
769,2848742.0,angola,1916
13444,5323064.0,nicaragua,2003
