Unnamed__0,coal_production,country
18521,,suriname
15223,,opec - south america (eia)
12094,7.911,middle east (ei)
18615,0.0,suriname
19797,61.827,turkey
8527,0.0,guinea-bissau
19140,0.308,tajikistan
8564,0.0,guyana
15837,0.0,panama
14331,67.222,north korea
17472,84.217,serbia
8046,34.809,greece
11133,2258.419,lower-middle-income countries
6528,3520.54,eurasia (shift)
8990,,ieo - africa (eia)
18214,,south korea and other oecd asia (eia)
3029,,brunei
6991,1945.038,european union (27)
10145,141.293,japan
1179,578.844,asia
5215,270.188,czechoslovakia
7639,0.0,gambia
8014,0.199,greece
21535,8671.808,world
14862,,oecd - asia and oceania (eia)
21564,12787.882,world
18625,0.0,suriname
14232,4823.131,north america (shift)
4,,asean (ember)
13768,10842.924,non-oecd (ei)
12565,1.148,morocco
1167,437.003,asia
1383,30383.42,asia pacific (ei)
10541,0.005,laos
4790,,cote d'ivoire
10420,,kuwait
15369,2886.419,oceania
8893,24.541,hungary
8770,0.0,honduras
1223,3768.632,asia
7354,,france
21035,0.0,vanuatu
17373,0.0,saudi arabia
15008,,opec (ei)
14141,,north america (ember)
18753,0.0,sweden
7511,,gabon
6984,2265.384,european union (27)
3285,0.0,burkina faso
19126,,taiwan
14781,9410.59,oecd (shift)
3857,,cayman islands
12971,0.0,nepal
21264,24.423,vietnam
8616,0.0,haiti
17383,0.0,saudi arabia
4799,,cote d'ivoire
17008,0.0,saint helena
4704,0.0,cook islands
17598,0.0,singapore
17773,0.0,somalia
6339,2.632,eswatini
1006,0.021,argentina
15353,1618.266,oceania
17934,3.0,south america
1195,495.473,asia
4306,98.659,china
4066,60.782,central and south america (shift)
2541,0.004,bhutan
9859,,israel
15506,0.0,oman
356,37.147,africa (shift)
7437,,french polynesia
15602,,other non-oecd - asia (eia)
20109,1188.207,ussr
21921,3.566,zimbabwe
6208,0.0,estonia
7645,,gambia
1073,0.545,argentina
21188,6.806,venezuela
21358,,wake island (eia)
19033,15.118,taiwan
12360,0.0,mongolia
20945,27251.27,upper-middle-income countries
4878,0.0,cote d'ivoire
4067,69.007,central and south america (shift)
3291,0.0,burkina faso
4115,718.473,central and south america (shift)
16429,1081.655,poland
10813,,libya
3688,121.63,canada
17054,0.0,saint kitts and nevis
7188,,finland
20769,0.0,united states territories (shift)
2664,0.0,bolivia
20062,110.799,ussr
6335,0.894,eswatini
21574,16381.558,world
11175,,luxembourg
2711,23.048,bosnia and herzegovina
22001,11.95,zimbabwe
15981,0.0,persian gulf (shift)
6874,2352.306,europe (shift)
1496,14573.261,asia and oceania (shift)
61,0.0,afghanistan
1370,12140.613,asia pacific (ei)
21220,10.062,vietnam
2893,8.358,brazil
18257,231.805,south and central america (ei)
18086,0.0,south korea
16212,0.0,philippines
4402,22154.439,china
18876,0.0,switzerland
20065,131.461,ussr
666,0.041,algeria
20549,357.262,united kingdom
18229,,south sudan
4671,0.0,congo
13558,1.015,niger
21980,42.145,zimbabwe
8583,,guyana
9259,1441.369,india
3333,0.0,burundi
15318,201.958,oceania
13938,,non-opec (eia)
19964,,tuvalu
11886,38.422,mexico
20239,,ukraine
8232,0.0,grenada
14340,194.46,north korea
20550,657.932,united kingdom
12440,27.04,mongolia
1295,,asia & oceania (eia)
14448,0.0,northern mariana islands
10543,0.005,laos
2957,31.538,brazil
230,1198.911,africa
15938,,persian gulf (eia)
5755,,east germany (eia)
2085,0.0,bangladesh
16688,,qatar
16581,0.0,puerto rico
20055,,u.s. territories (eia)
47,0.0,afghanistan
18274,627.171,south and central america (ei)
7202,0.0,finland
6881,2004.278,europe (shift)
16965,0.0,rwanda
8456,,guatemala
20827,255.189,upper-middle-income countries
18414,,sri lanka
2125,,bangladesh
19392,69.689,thailand
13221,0.0,netherlands antilles
3462,1635.742,cis (ei)
14840,,oecd - asia and oceania (eia)
17354,,saudi arabia
14014,3547.317,north america
11394,0.073,malawi
21258,28.787,vietnam
6024,,egypt
8834,0.0,hong kong
16397,838.856,poland
6296,0.0,eswatini
4876,0.0,cote d'ivoire
1915,,bahrain
12731,0.0,mozambique
4851,,cote d'ivoire
18815,,switzerland
20840,523.198,upper-middle-income countries
13925,,non-opec (eia)
12648,,morocco
894,,antarctica
15793,0.0,palestine
12882,4.076,myanmar
10890,,lithuania
8082,74.248,greece
6314,1.034,eswatini
8691,8984.083,high-income countries
17568,0.0,sierra leone
15640,,other non-oecd - europe and eurasia (eia)
5425,0.0,denmark
21091,0.415,venezuela
2135,,barbados
5508,,denmark
9751,0.008,ireland
18133,133.732,south korea
7305,222.578,france
18307,37.398,spain
10618,0.0,latvia
19724,0.0,tunisia
2661,0.0,bolivia
21180,58.201,venezuela
6657,5334.812,europe
14130,3718.802,north america (ei)
19008,0.79,taiwan
14477,0.033,norway
15032,,opec (eia)
8922,108.019,hungary
8151,0.228,greenland
11126,667.883,lower-middle-income countries
9981,4.504,italy
20761,0.0,united states territories (shift)
6218,0.0,estonia
11391,0.0,malawi
5630,0.0,dominican republic
14905,,oecd - europe (eia)
16443,648.017,poland
12188,,middle east (ember)
876,,antarctica
79,0.187,afghanistan
19556,,trinidad and tobago
10719,,lesotho
3011,0.0,british virgin islands
20476,1891.402,united kingdom
4151,0.0,chad
18417,,sri lanka
13643,7.644,nigeria
5324,2.174,democratic republic of congo
5158,242.524,czechia
19177,0.0,tanzania
4688,,congo
3139,,brunei
1561,113.314,australia
3393,0.0,burundi
702,0.0,algeria
19857,,turkmenistan
18511,,sudan
13927,,non-opec (eia)
8726,12285.114,high-income countries
1689,229.93,austria
6105,0.0,el salvador
9443,0.0,iran
12825,0.0,myanmar
13717,0.0,niue
8876,30.743,hungary
15090,2.231,opec (shift)
9467,1.995,iran
620,0.204,algeria
15627,,other non-oecd - europe and eurasia (eia)
13477,0.0,niger
16884,54.04,romania
21532,8922.942,world
11410,0.463,malawi
6907,1807.142,european union (27)
2669,0.0,bolivia
11752,0.0,mauritania
10608,0.0,latvia
3585,,cameroon
19132,0.268,tajikistan
13655,0.48,nigeria
2918,19.626,brazil
5818,,eastern africa (ei)
5509,,denmark
14755,8821.788,oecd (shift)
785,,angola
13335,13.664,new zealand
3904,0.0,central african republic
19248,0.023,tanzania
13792,25903.432,non-oecd (ei)
17164,0.0,saint vincent and the grenadines
2932,87.232,brazil
11329,0.0,madagascar
7383,0.0,french guiana
6268,0.0,eswatini
15568,,other non-oecd - america (eia)
10704,0.0,lesotho
13042,0.0,nepal
3595,,cameroon
21863,1.877,zambia
18951,,syria
8814,,hong kong
4208,18.229,chile
18039,577.762,south america
2742,0.0,botswana
12071,,middle africa (ei)
10216,0.0,jordan
14900,,oecd - europe (eia)
4509,401.46,colombia
9701,1.514,ireland
12946,0.0,nauru
3717,91.826,canada
1936,,bahrain
6669,4414.258,europe
8272,0.0,guadeloupe
20114,1805.06,ussr
2245,,barbados
8444,0.0,guatemala
20443,0.0,united arab emirates
21421,,western africa (ei)
17317,,saudi arabia
8257,0.0,guadeloupe
17409,0.0,senegal
15563,,other non-oecd - america (eia)
2247,,barbados
21436,,western africa (ei)
21861,3.863,zambia
15251,,opec - south america (eia)
20774,0.0,united states territories (shift)
10749,0.0,liberia
15770,21.795,pakistan
20458,0.0,united arab emirates
1629,3473.313,australia
10388,,kuwait
5569,0.0,dominica
20431,0.0,united arab emirates
5134,510.8,czechia
172,96.172,africa
8791,0.0,honduras
16353,197.286,poland
10498,,kuwait
2203,,barbados
19147,1.31,tajikistan
10693,0.0,lesotho
4693,,congo
6560,3786.16,eurasia (shift)
6654,6678.211,europe
17737,0.0,solomon islands
5532,0.0,djibouti
10124,329.182,japan
15677,0.0,pakistan
20908,8739.959,upper-middle-income countries
3633,0.0,cameroon
21868,1.659,zambia
8528,0.0,guinea-bissau
16209,0.0,philippines
18110,7.058,south korea
4360,3063.279,china
2819,3.978,botswana
4390,16738.865,china
16043,9.769,persian gulf (shift)
4571,,congo
11171,,luxembourg
18908,,syria
9109,,iceland
9071,,ieo oecd - europe (eia)
13712,0.0,niue
19846,197.908,turkey
20274,,ukraine
13051,0.042,nepal
12912,0.0,namibia
1505,30865.893,asia and oceania (shift)
11334,0.016,madagascar
18848,0.0,switzerland
10070,69.221,japan
1029,3.521,argentina
17176,0.0,saint vincent and the grenadines
21522,9226.507,world
5472,0.0,denmark
9929,4.24,italy
10770,,libya
10067,,jamaica
3606,,cameroon
14031,5405.495,north america
20611,4462.884,united states
12514,0.0,montserrat
9191,135.127,india
4764,0.0,costa rica
18352,146.6,spain
2649,,bolivia
4333,249.48,china
5631,,dominican republic
17155,,saint pierre and miquelon
4198,16.407,chile
5662,2973.277,eu28 (shift)
17650,,slovakia
19041,13.001,taiwan
21168,36.931,venezuela
9412,0.0,iran
18681,4.311,sweden
7013,,european union (eia)
828,,angola
1595,838.741,australia
16304,8.595,philippines
21596,25321.266,world
12105,7.76,middle east (ei)
8416,,guatemala
8496,0.0,guinea
13807,39836.82,non-oecd (ei)
20862,1140.278,upper-middle-income countries
446,1571.201,africa (shift)
8580,0.0,guyana
11558,0.0,maldives
12791,0.0,myanmar
8692,9338.514,high-income countries
6671,4133.469,europe
3270,0.0,burkina faso
206,303.764,africa
15689,0.0,pakistan
7248,170.984,france
7751,1771.763,germany
18967,0.0,syria
4647,,congo
5960,,ecuador
1074,0.374,argentina
10905,0.0,lithuania
6017,,egypt
21042,0.0,vanuatu
11511,0.0,malaysia
8812,,hong kong
8728,11605.533,high-income countries
18420,,sri lanka
9060,,ieo - middle east (eia)
17436,0.0,senegal
3063,,brunei
18410,0.685,spain
13086,,nepal
13316,13.793,new zealand
248,1600.22,africa
5040,0.0,cuba
16262,0.852,philippines
2120,,bangladesh
11129,883.125,lower-middle-income countries
13060,0.0,nepal
11634,0.0,mali
13211,,netherlands
18993,0.0,syria
7733,1569.09,germany
7400,0.0,french polynesia
7485,,gabon
12904,0.0,namibia
6927,2465.96,european union (27)
15927,,persian gulf (eia)
11670,0.0,malta
20064,113.085,ussr
2124,,bangladesh
6938,3461.988,european union (27)
11119,569.052,lower-middle-income countries
16580,0.0,puerto rico
19092,13.722,taiwan
15720,7.539,pakistan
9546,,iraq
15541,,other non-oecd - america (eia)
18805,,switzerland
18794,,switzerland
17746,0.0,solomon islands
16245,0.165,philippines
15499,0.0,oman
3022,,brunei
407,296.213,africa (shift)
7707,1071.835,germany
35,0.0,afghanistan
16332,190.975,poland
5817,,eastern africa (ei)
7694,1167.711,germany
12207,0.0,middle east (shift)
15118,7.343,opec (shift)
13684,0.121,nigeria
11808,,mauritius
14643,10645.35,oecd (ei)
17372,0.0,saudi arabia
3742,485.549,canada
5696,5068.624,eu28 (shift)
3745,482.019,canada
2883,2.409,brazil
4695,0.0,cook islands
2583,,bolivia
14254,7168.707,north america (shift)
16331,,philippines
9619,0.0,iraq
9721,1.897,ireland
18882,,switzerland
4094,238.213,central and south america (shift)
1189,1018.057,asia
12529,0.0,morocco
12727,4.502,mozambique
12948,0.0,nauru
13817,,non-oecd (eia)
18693,2.224,sweden
7216,0.0,finland
21766,238.622,yugoslavia
17252,0.0,sao tome and principe
9035,,ieo - middle east (eia)
12305,9.216,middle east (shift)
1112,,armenia
5035,0.0,cuba
2343,216.029,belgium
12933,0.0,nauru
21943,22.371,zimbabwe
9661,0.0,ireland
8480,0.0,guinea
5844,,ecuador
2047,,bangladesh
16527,2.052,portugal
3530,,cameroon
16249,0.346,philippines
16532,1.587,portugal
10472,0.0,kuwait
19332,0.0,thailand
13966,4110.917,north america
18839,,switzerland
21947,28.778,zimbabwe
4628,,congo
2269,0.0,belarus
21832,0.0,zambia
20954,0.0,uruguay
19900,0.0,turks and caicos islands
2011,,bangladesh
5077,0.0,cyprus
21762,250.563,yugoslavia
8433,0.0,guatemala
20451,0.0,united arab emirates
6835,5311.194,europe (shift)
19090,15.995,taiwan
6292,0.0,eswatini
4045,35.727,central and south america (shift)
18017,92.433,south america
9327,11.861,indonesia
13787,16404.148,non-oecd (ei)
12692,0.057,mozambique
5709,4434.509,eu28 (shift)
10879,,libya
8972,18.744,hungary
16432,836.138,poland
1465,3616.109,asia and oceania (shift)
363,55.367,africa (shift)
3488,0.0,cambodia
7156,0.0,fiji
13313,14.98,new zealand
12363,0.0,mongolia
1416,530.976,asia and oceania (shift)
4577,,congo
14436,0.0,northern mariana islands
10525,8.266,kyrgyzstan
21156,0.34,venezuela
7160,0.0,fiji
6229,0.0,estonia
18880,,switzerland
8254,,grenada
19927,0.0,turks and caicos islands
17172,0.0,saint vincent and the grenadines
21266,24.342,vietnam
9754,0.0,ireland
6484,904.333,eurasia (shift)
20712,0.0,united states pacific islands (shift)
14533,3.518,norway
18963,0.0,syria
19370,30.699,thailand
14552,3.709,norway
11498,0.0,malaysia
21793,0.0,zambia
3652,47.902,canada
14184,3774.897,north america (shift)
8689,8810.312,high-income countries
3695,131.834,canada
19528,,trinidad and tobago
9508,8.16,iran
14922,,oecd - north america (eia)
675,0.063,algeria
7297,431.167,france
20151,4011.282,ussr
9903,,israel
17578,,singapore
11957,,"mexico, chile, and other oecd americas (eia)"
16464,0.049,portugal
68,0.0,afghanistan
18285,775.202,south and central america (ei)
5305,0.195,democratic republic of congo
3643,0.0,cameroon
2416,0.0,belize
10833,,libya
19802,73.368,turkey
6490,822.993,eurasia (shift)
500,0.0,albania
8138,0.0,greenland
2410,0.0,belize
6987,2183.839,european union (27)
4024,16.331,central and south america (shift)
9248,734.245,india
21893,0.44,zimbabwe
21752,118.677,yugoslavia
19163,0.0,tanzania
16706,0.0,qatar
10548,0.115,laos
603,0.0,algeria
1620,2720.621,australia
15094,3.175,opec (shift)
8066,94.505,greece
12419,8.256,mongolia
15025,,opec (eia)
2495,0.0,bermuda
15750,16.408,pakistan
11947,,"mexico, chile, and other oecd americas (eia)"
18249,78.991,south and central america (ei)
12853,0.333,myanmar
15515,0.0,oman
13654,0.138,nigeria
10699,0.0,lesotho
1400,216.678,asia and oceania (shift)
18277,649.336,south and central america (ei)
565,0.134,albania
10197,0.0,jordan
21068,,vanuatu
1926,,bahrain
17495,0.0,seychelles
2481,0.0,benin
12589,3.012,morocco
8273,0.0,guadeloupe
21802,0.0,zambia
3337,0.0,burundi
9006,,ieo - africa (eia)
16782,,reunion
14026,4932.252,north america
16062,9.072,persian gulf (shift)
2606,,bolivia
16276,0.385,philippines
16665,,qatar
4175,9.408,chile
838,0.0,angola
21569,15475.8,world
16501,3.668,portugal
17169,0.0,saint vincent and the grenadines
8886,24.831,hungary
9732,0.554,ireland
10451,,kuwait
21296,75.608,vietnam
1204,1268.223,asia
16912,2236.98,russia
12325,0.0,moldova
16938,2167.134,russia
13846,,non-oecd (eia)
148,22.675,africa
4013,12.672,central and south america (shift)
3053,,brunei
3371,0.0,burundi
21962,28.787,zimbabwe
2377,3.496,belgium
14532,3.65,norway
15070,0.049,opec (shift)
15629,,other non-oecd - europe and eurasia (eia)
12211,0.0,middle east (shift)
869,0.0,angola
21320,,wake island (eia)
15494,0.0,oman
1716,15.385,austria
11259,0.0,macao
21689,0.0,yugoslavia
1685,215.99,austria
10291,0.0,kenya
18675,3.26,sweden
22003,43.364,zimbabwe
17029,,saint helena
15324,281.235,oceania
18428,,sri lanka
13259,0.0,new caledonia
15397,,oceania (ember)
1908,,bahrain
16794,0.274,romania
11751,0.0,mauritania
4187,11.896,chile
15004,,opec (ei)
19410,0.0,togo
6550,3103.263,eurasia (shift)
15227,,opec - south america (eia)
559,0.586,albania
12824,0.0,myanmar
9215,201.65,india
17726,,slovenia
9683,0.0,ireland
15052,,opec (eia)
4748,0.0,costa rica
21604,26146.615,world
6625,8839.587,europe
9095,,ieo oecd - europe (eia)
14460,0.0,northern mariana islands
20935,22420.586,upper-middle-income countries
6306,0.635,eswatini
5566,0.0,dominica
9722,1.881,ireland
2062,,bangladesh
11607,0.0,mali
2244,,barbados
20620,2439.104,united states
16011,0.668,persian gulf (shift)
9250,815.065,india
4975,,cuba
7682,653.506,germany
6587,3898.423,europe
3372,0.0,burundi
7814,,ghana
3684,92.044,canada
19682,0.0,tunisia
18488,0.0,sudan
1538,90.913,australia
14829,10950.557,oecd (shift)
10897,0.0,lithuania
9811,,israel
13551,0.92,niger
15097,3.802,opec (shift)
17427,0.0,senegal
16549,0.593,portugal
10980,36.827,low-income countries
19650,0.006,tunisia
5815,,eastern africa (ei)
7760,1663.485,germany
16478,1.189,portugal
17184,0.0,saint vincent and the grenadines
12310,8.713,middle east (shift)
17322,,saudi arabia
13247,0.0,netherlands antilles
20574,121.961,united kingdom
4358,2731.957,china
20222,,uganda
15325,292.554,oceania
3271,0.0,burkina faso
8420,0.0,guatemala
14033,5128.066,north america
9184,133.956,india
454,1741.036,africa (shift)
14329,43.835,north korea
3851,0.0,cayman islands
9296,3.273,indonesia
1605,1484.1,australia
14524,3.221,norway
20036,,u.s. territories (eia)
16537,0.85,portugal
17466,86.257,serbia
6639,9048.179,europe
17078,0.0,saint lucia
562,0.309,albania
14547,2.329,norway
14385,227.908,north korea
19645,0.0,tunisia
16485,1.864,portugal
16052,8.208,persian gulf (shift)
21224,16.005,vietnam
13508,0.0,niger
8220,0.0,grenada
14266,6575.607,north america (shift)
6222,0.0,estonia
20011,,u.s. pacific islands (eia)
14741,8537.099,oecd (shift)
12152,,middle east (eia)
11255,0.0,macao
2167,,barbados
12031,,middle africa (ei)
949,0.0,antigua and barbuda
21817,0.0,zambia
11833,7.132,mexico
397,186.227,africa (shift)
11629,0.0,mali
17718,10.024,slovenia
13873,,non-opec (ei)
4912,0.0,croatia
17721,,slovenia
4189,12.105,chile
9078,,ieo oecd - europe (eia)
16123,0.806,peru
20102,984.164,ussr
15258,49.938,oceania
3061,,brunei
3453,2989.711,cis (ei)
21750,113.588,yugoslavia
10003,0.895,italy
4211,16.927,chile
11408,0.402,malawi
8003,0.148,greece
1238,8873.227,asia
7923,,ghana
16595,0.0,puerto rico
12033,,middle africa (ei)
8697,8740.854,high-income countries
3591,,cameroon
19922,0.0,turks and caicos islands
17675,9.221,slovakia
7523,,gabon
15913,0.0,paraguay
17696,18.593,slovenia
19274,1.94,tanzania
2601,,bolivia
19721,0.0,tunisia
13852,,non-opec (ei)
4344,1453.168,china
10491,0.0,kuwait
2804,0.13,botswana
9731,0.521,ireland
10483,0.0,kuwait
342,,africa (ember)
2480,0.0,benin
13519,0.0,niger
17975,29.626,south america
20257,,ukraine
11467,2.662,malaysia
17042,0.0,saint kitts and nevis
17842,73.346,south africa
9041,,ieo - middle east (eia)
8724,12346.984,high-income countries
2844,9.772,botswana
7158,0.0,fiji
17147,0.0,saint pierre and miquelon
16247,0.225,philippines
20397,,united arab emirates
2468,0.0,benin
14668,,oecd (eia)
1799,,austria
6863,3088.214,europe (shift)
7432,0.0,french polynesia
12759,0.298,mozambique
17520,0.0,seychelles
14535,3.527,norway
21391,0.0,wake island (shift)
2987,0.0,british virgin islands
21492,0.0,western sahara
21386,0.0,wake island (shift)
11922,83.299,mexico
19412,0.0,togo
9102,,ieo oecd - europe (eia)
10510,1.922,kyrgyzstan
17423,0.0,senegal
6015,,egypt
20003,,u.s. pacific islands (eia)
16098,2.271,peru
20436,0.0,united arab emirates
12737,0.0,mozambique
8088,18.961,greece
14599,,oecd (ei)
13888,,non-opec (ei)
15936,,persian gulf (eia)
20631,4417.32,united states
19428,0.0,togo
12569,0.961,morocco
17407,0.0,senegal
3135,,brunei
4441,3.077,colombia
7873,,ghana
21656,0.0,yemen
13705,,nigeria
8190,0.0,greenland
16107,2.906,peru
11616,0.0,mali
7382,0.0,french guiana
6724,3047.641,europe (ei)
9426,0.0,iran
3956,,central america (ei)
3072,,brunei
8218,0.0,grenada
17983,36.271,south america
10020,0.0,italy
19170,0.0,tanzania
7078,0.0,falkland islands
427,656.882,africa (shift)
6287,0.0,eswatini
5725,4095.949,eu28 (shift)
21982,39.67,zimbabwe
7820,,ghana
1942,,bahrain
16298,8.795,philippines
15979,0.0,persian gulf (shift)
14300,7.636,north korea
9003,,ieo - africa (eia)
20535,1007.194,united kingdom
2053,,bangladesh
15363,2540.02,oceania
14948,,oecd - north america (eia)
17315,,saudi arabia
15908,0.0,paraguay
9728,1.27,ireland
2498,0.0,bermuda
29,0.0,afghanistan
13475,0.0,niger
12271,8.141,middle east (shift)
13243,0.0,netherlands antilles
3429,,cis (ei)
9434,0.0,iran
4938,,cuba
15333,479.043,oceania
2546,0.01,bhutan
20906,9179.812,upper-middle-income countries
4498,175.741,colombia
7509,,gabon
6533,3830.311,eurasia (shift)
17716,14.27,slovenia
326,,africa (ember)
17333,,saudi arabia
19702,0.0,tunisia
7348,0.0,france
10336,0.0,kiribati
282,,africa (ei)
20482,1728.673,united kingdom
4874,0.0,cote d'ivoire
17643,,slovakia
20751,0.0,united states territories (shift)
12713,2.304,mozambique
20726,0.0,united states pacific islands (shift)
12114,11.602,middle east (ei)
18440,0.0,sri lanka
3519,0.0,cambodia
2019,,bangladesh
21385,0.0,wake island (shift)
8269,0.0,guadeloupe
12765,54.091,mozambique
2622,,bolivia
13028,0.0,nepal
10456,,kuwait
10479,0.0,kuwait
10585,,latin america and caribbean (ember)
5626,0.0,dominican republic
1838,0.0,bahamas
13043,0.0,nepal
20502,1672.284,united kingdom
163,68.779,africa
14909,,oecd - europe (eia)
20888,5332.486,upper-middle-income countries
1610,1832.102,australia
6610,5325.455,europe
12437,29.723,mongolia
7057,0.0,falkland islands
21453,,western africa (ei)
6309,1.001,eswatini
11686,0.0,martinique
14982,,opec (ei)
20466,1523.789,united kingdom
16411,1418.475,poland
814,,angola
15937,,persian gulf (eia)
1227,4900.721,asia
9545,,iraq
13956,2886.74,north america
6850,4616.705,europe (shift)
6819,5161.607,europe (shift)
10783,,libya
6722,3177.114,europe (ei)
19253,0.347,tanzania
10045,0.0,jamaica
14341,195.339,north korea
7731,1389.455,germany
15828,0.0,panama
19666,0.0,tunisia
11209,0.0,luxembourg
16857,111.925,romania
9295,3.028,indonesia
9175,76.728,india
8574,0.0,guyana
3527,,cambodia
21706,16.717,yugoslavia
16182,0.458,peru
9320,11.43,indonesia
5210,167.639,czechoslovakia
5303,0.342,democratic republic of congo
12798,0.0,myanmar
14798,11203.46,oecd (shift)
14579,11.398,norway
13809,,non-oecd (eia)
13894,,non-opec (ei)
13371,15.87,new zealand
7085,,falkland islands
2540,0.002,bhutan
12992,0.0,nepal
15264,68.97,oceania
19698,0.0,tunisia
19297,0.0,thailand
19963,,tuvalu
5177,147.087,czechoslovakia
14818,11840.482,oecd (shift)
7426,0.0,french polynesia
17663,,slovakia
17688,,slovakia
7460,,g20 (ember)
2288,170.411,belgium
17876,326.657,south africa
14845,,oecd - asia and oceania (eia)
19776,20.059,turkey
8637,5201.767,high-income countries
17665,11.352,slovakia
9018,,ieo - africa (eia)
1519,64.46,australia
8189,0.0,greenland
4079,140.194,central and south america (shift)
16861,122.964,romania
20991,,uruguay
7654,0.081,georgia
6129,,el salvador
19967,,tuvalu
19738,4.197,turkey
7917,0.0,ghana
8231,0.0,grenada
4580,,congo
18182,,south korea and other oecd asia (eia)
13859,,non-opec (ei)
14779,9520.932,oecd (shift)
1500,21800.807,asia and oceania (shift)
4445,2.841,colombia
1302,,asia & oceania (eia)
18546,,suriname
7897,0.0,ghana
8145,0.106,greenland
21396,0.0,wake island (shift)
1314,,asia (ember)
1451,1512.284,asia and oceania (shift)
16973,0.0,rwanda
15593,,other non-oecd - asia (eia)
12723,3.208,mozambique
9152,0.0,iceland
17251,0.0,sao tome and principe
12396,0.755,mongolia
6294,0.0,eswatini
18664,3.01,sweden
6291,0.0,eswatini
4296,33.004,china
7686,767.31,germany
18610,0.0,suriname
10929,0.0,low-income countries
967,0.0,argentina
13463,0.0,niger
19208,0.0,tanzania
20680,6040.026,united states
3246,48.589,bulgaria
4562,0.0,comoros
11530,1.373,malaysia
7336,1.214,france
10447,,kuwait
2227,0.0,barbados
19120,0.0,taiwan
14987,,opec (ei)
16987,,rwanda
21540,7866.673,world
21684,3.285,yugoslavia
667,0.041,algeria
6779,4537.353,europe (shift)
4998,,cuba
21981,41.62,zimbabwe
10730,0.0,liberia
7444,,g20 (ember)
1736,25.071,austria
20952,0.0,uruguay
19758,7.518,turkey
6478,480.095,eurasia (shift)
11197,0.0,luxembourg
18309,48.508,spain
3878,,central & south america (eia)
5732,2896.564,eu28 (shift)
20534,1047.322,united kingdom
13611,2.687,nigeria
9679,0.733,ireland
17921,1675.924,south africa
241,1412.351,africa
13375,16.848,new zealand
98,1.221,afghanistan
20435,0.0,united arab emirates
8081,78.25,greece
19014,1.254,taiwan
15904,0.0,paraguay
9814,,israel
2042,,bangladesh
1041,3.272,argentina
11398,0.235,malawi
1709,13.764,austria
8712,10158.623,high-income countries
13913,,non-opec (eia)
16014,1.221,persian gulf (shift)
6466,56.612,eurasia (shift)
10477,0.0,kuwait
19167,0.0,tanzania
2504,0.0,bermuda
8967,19.696,hungary
21355,,wake island (eia)
14714,5057.655,oecd (shift)
8851,0.0,hong kong
15598,,other non-oecd - asia (eia)
16195,0.964,peru
6141,0.0,equatorial guinea
19025,8.923,taiwan
6110,0.0,el salvador
10990,159.55,low-income countries
1960,0.0,bahrain
21413,,western africa (ei)
20086,104.98,ussr
16269,0.813,philippines
5020,0.0,cuba
21197,1.539,vietnam
5683,3552.061,eu28 (shift)
4170,8.621,chile
20255,,ukraine
15196,,opec - africa (eia)
20264,,ukraine
2344,201.585,belgium
3220,116.021,bulgaria
14343,243.249,north korea
7919,0.0,ghana
2486,0.0,benin
15839,,panama
6441,,eurasia (eia)
10010,0.163,italy
10040,0.0,jamaica
588,0.0,algeria
20169,,ussr
19143,0.688,tajikistan
7627,0.0,gambia
8071,95.087,greece
17596,0.0,singapore
16370,251.29,poland
11735,0.0,mauritania
19624,0.0,tunisia
19042,14.198,taiwan
6488,880.921,eurasia (shift)
5951,0.0,ecuador
19957,,tuvalu
12391,0.0,mongolia
19554,,trinidad and tobago
550,5.501,albania
19173,0.0,tanzania
10418,,kuwait
14118,6632.973,north america (ei)
18852,0.0,switzerland
1731,25.668,austria
15579,,other non-oecd - asia (eia)
2687,0.0,bolivia
20136,3751.479,ussr
3266,0.0,burkina faso
3647,,cameroon
20025,,u.s. territories (eia)
8393,,guatemala
2938,45.454,brazil
19184,0.0,tanzania
7748,1706.115,germany
16598,0.0,puerto rico
1816,0.0,azerbaijan
15694,0.0,pakistan
17513,0.0,seychelles
19864,0.0,turkmenistan
4313,115.626,china
7619,0.0,gambia
16751,0.0,reunion
15592,,other non-oecd - asia (eia)
7960,0.0,gibraltar
11495,0.0,malaysia
9902,,israel
7799,439.408,germany
14881,,oecd - europe (eia)
17819,37.317,south africa
16700,0.0,qatar
8514,0.0,guinea-bissau
15470,,oman
20160,,ussr
13574,1.567,niger
369,79.553,africa (shift)
21611,28275.645,world
11056,87.842,lower-middle-income countries
5849,,ecuador
17289,,saudi arabia
17110,,saint lucia
483,0.0,albania
1695,9.371,austria
15850,0.0,papua new guinea
18576,,suriname
10604,,latvia
1910,,bahrain
18406,14.49,spain
14394,,north macedonia
3534,,cameroon
16368,196.213,poland
5336,0.912,democratic republic of congo
12609,6.092,morocco
11606,0.0,mali
6009,,egypt
339,,africa (ember)
6932,2713.51,european union (27)
3391,0.0,burundi
15779,0.0,palestine
6438,,eurasia (eia)
7138,0.0,fiji
17260,0.0,sao tome and principe
4197,15.717,chile
10410,,kuwait
18219,,south korea and other oecd asia (eia)
18282,797.273,south and central america (ei)
7817,,ghana
10877,0.0,libya
20766,0.0,united states territories (shift)
2018,,bangladesh
15082,2.581,opec (shift)
8319,0.0,guam
2223,0.0,barbados
17604,0.0,singapore
13064,0.029,nepal
16936,2013.351,russia
13332,12.45,new zealand
7386,0.0,french guiana
17611,0.0,singapore
12238,0.668,middle east (shift)
10533,0.0,laos
